ax,ay,az,gx,gy,gz,mav,rms
8.76,4.6,-0.77,0.5,0.04,1.58,895.6,988.85
8.31,2.99,-1.24,0.53,0.01,1.85,707.65,761.43
10.52,1.24,-1.86,0.42,-0.16,1.82,612.2,645.79
13.17,0.18,-1.73,0.09,0.1,0.81,476.11,576.67
11.59,0.43,-1.52,-0.1,-0.04,-0.07,267.6,302.76
9.68,0.95,-1.56,-0.1,0.06,-0.18,271.6,374.32
9.5,1.05,-1.56,-0.05,0.2,-0.03,275.96,355.0
10.17,1.09,-1.49,-0.14,0.1,0.01,265.85,334.71
10.43,1.08,-1.2,-0.21,0.04,-0.08,329.05,492.1
10.01,0.98,-1.01,-0.23,-0.03,-0.1,252.26,296.4
10.13,1.19,-1.07,-0.11,0.02,-0.03,518.74,802.18
11.14,1.09,-1.66,-0.07,0.08,-0.2,383.75,487.98
11.43,1.44,-1.52,-0.18,-0.03,-0.8,686.32,1105.13
11.0,2.53,-1.78,-0.36,-0.03,-1.47,479.4,657.8
10.61,3.98,-2.57,-0.65,0.04,-1.97,615.42,784.93
7.98,4.75,-1.13,-0.9,-0.17,-2.33,759.73,1072.68
5.82,6.37,-0.42,-0.96,-0.3,-2.51,651.54,809.91
1.79,6.99,0.92,-0.84,-0.19,-2.42,802.52,1079.48
-0.1,8.48,0.63,-0.84,-0.04,-2.01,1048.54,1393.65
-1.4,8.03,2.17,-0.88,-0.38,-1.8,1251.63,1586.81
-2.9,8.54,3.23,-0.67,-0.41,-1.46,992.77,1167.93
-4.53,8.8,3.3,-0.12,0.46,-0.62,967.3,1136.01
-4.49,8.97,2.62,-0.04,-0.1,0.07,789.76,913.81
-4.44,9.15,2.65,0.12,0.26,0.53,707.1,865.84
-4.34,8.19,2.41,0.36,0.18,1.34,747.71,955.25
-2.95,7.88,2.43,0.67,0.01,2.33,1012.82,1291.9
