ax,ay,az,gx,gy,gz,mav,rms
10.88,4.29,-2.1,0.54,0.33,2.31,955.12,1081.66
12.67,2.9,-2.44,0.02,0.01,1.16,605.58,696.09
11.15,2.59,-1.66,-0.14,-0.04,0.17,656.95,685.78
7.45,2.5,-0.66,0.09,-0.03,0.22,602.35,747.71
9.98,3.15,-1.85,0.29,0.31,0.5,516.58,693.62
10.85,2.23,-2.06,-0.02,0.25,0.06,553.07,790.58
9.86,2.33,-1.64,-0.14,0.09,-0.09,384.57,426.62
9.66,2.83,-1.21,-0.15,-0.07,0.07,353.55,452.99
10.04,2.58,-1.39,-0.09,0.11,0.13,267.37,337.18
10.16,2.29,-1.23,-0.08,-0.03,0.1,266.71,332.05
9.79,2.15,-1.12,-0.08,0.03,0.03,305.16,418.56
11.19,2.28,-1.82,-0.02,-0.07,-0.08,328.6,460.74
11.66,2.41,-1.91,-0.24,-0.02,-0.77,383.5,535.4
11.44,3.22,-1.8,-0.54,-0.14,-1.65,493.84,645.49
9.94,4.53,-1.18,-0.88,-0.21,-2.47,476.65,631.55
5.82,5.6,-0.66,-1.06,-0.44,-2.71,674.34,1060.22
2.55,6.27,0.83,-0.96,0.01,-2.42,1220.18,1604.93
1.58,5.89,1.03,-1.0,-0.38,-2.17,1297.95,1592.04
-2.82,7.61,2.22,-0.65,0.38,-2.05,1466.15,1727.52
-3.84,8.71,2.4,-0.41,0.03,-1.11,1174.96,1376.27
-4.82,9.21,2.73,-0.05,0.37,-0.12,1154.84,1298.6
-4.28,8.78,2.57,0.08,0.14,0.69,989.94,1133.02
-1.76,8.9,1.97,0.35,0.15,1.45,1068.58,1266.66
-0.5,8.35,1.46,0.81,0.04,2.32,1123.31,1309.18
