ax,ay,az,gx,gy,gz,mav,rms
10.06,-0.98,-1.76,-0.08,0.03,0.05,0.28,0.28
10.09,-1.03,-1.84,-0.07,0.04,0.03,0.17,0.17
10.07,-0.96,-1.82,-0.08,0.03,0.02,2.84,16.15
10.07,-0.96,-1.81,-0.07,0.04,0.03,6.09,21.42
10.07,-1.01,-1.78,-0.05,0.02,0.02,5.21,16.11
10.09,-1.02,-1.88,-0.04,0.02,0.03,3.89,10.22
9.91,-1.08,-1.9,-0.08,0.01,0.04,45.12,155.01
10.3,-1.16,-1.46,-0.15,-0.15,-0.01,207.71,334.82
10.09,-0.87,-1.89,-0.14,0.0,-0.03,198.4,277.06
10.4,-1.12,-1.94,-0.05,-0.03,-0.08,253.76,338.3
10.44,-0.94,-1.9,-0.06,-0.14,-0.17,365.85,493.45
10.65,-0.9,-2.0,0.02,0.13,-0.3,576.13,787.19
11.19,-0.04,-1.75,0.19,0.04,-0.71,499.14,634.37
10.46,0.84,-2.48,-0.08,-0.63,-1.04,1241.71,1600.81
10.52,1.72,-3.39,-0.4,-0.54,-1.22,1239.35,1472.44
9.79,2.81,-3.96,-0.71,0.7,-1.21,1188.07,1396.73
9.29,4.54,-0.38,-0.7,0.12,-1.53,1110.09,1322.66
8.71,5.46,-0.19,-0.72,-0.41,-1.68,1086.27,1313.36
7.57,6.49,-0.45,-0.85,-0.07,-1.8,952.57,1181.76
4.64,8.12,0.13,-0.84,0.38,-1.95,899.57,1091.39
3.1,7.53,0.82,-0.72,0.18,-1.88,1041.89,1172.8
1.56,8.24,1.06,-0.81,0.3,-1.68,713.31,775.2
0.06,8.73,1.57,-0.49,0.77,-1.75,436.73,479.8
-2.64,8.22,2.12,-0.35,0.78,-1.74,436.73,479.8
-4.63,7.36,3.06,-0.26,0.02,-1.77,349.82,387.2
-5.54,6.61,2.92,-0.13,-0.32,-1.59,340.81,449.4
-7.63,6.22,2.83,-0.13,0.0,-0.89,170.85,193.13
-9.66,6.12,3.51,-0.09,0.24,0.14,174.04,198.31
-8.31,6.11,2.9,-0.01,-0.1,0.95,285.44,398.08
-6.87,6.66,2.6,0.08,0.18,1.21,235.03,288.36
-5.18,7.16,2.45,0.1,-0.05,1.49,170.7,185.36
-3.73,7.3,2.3,0.21,0.14,1.55,170.7,185.36
-2.35,7.52,2.35,0.19,0.06,1.8,170.39,203.0
-1.15,8.16,1.5,0.33,0.03,2.05,230.1,329.74
0.59,8.79,1.35,0.46,-0.22,2.23,230.1,329.74
5.35,8.55,-0.11,0.42,-0.74,1.91,434.44,598.79
6.68,6.65,-1.16,0.45,-0.39,1.8,497.07,747.32
6.99,5.54,-1.09,0.51,-0.24,1.91,410.79,560.89
8.64,3.94,-1.36,0.57,-0.53,2.1,353.68,431.08
9.3,2.67,-2.26,0.58,-0.54,2.13,532.33,702.54
10.41,0.84,-3.22,0.5,-0.23,2.01,376.72,434.04
10.91,-1.35,-3.66,0.36,0.12,1.6,376.72,434.04
12.94,-2.31,-3.63,0.16,-0.32,0.36,273.16,289.53
11.32,-2.08,-3.78,0.01,-0.06,-0.62,273.16,289.53
8.8,-0.3,-3.03,0.03,0.21,0.26,168.13,191.54
9.22,-1.42,-2.96,-0.3,0.35,-0.07,116.65,138.32
9.45,-1.18,-2.26,-0.23,0.24,-0.03,116.65,138.32
9.96,-1.23,-2.34,-0.01,0.07,0.02,102.41,112.24
9.93,-0.56,-2.64,0.01,-0.02,-0.05,80.5,91.46
