ax,ay,az,gx,gy,gz,mav,rms
10.02,1.6,0.09,-0.1,-0.02,0.01,112.53,137.37
10.14,1.48,0.07,-0.1,0.04,-0.05,127.5,167.42
9.96,1.72,0.15,-0.06,0.0,0.0,123.16,146.17
9.88,1.66,0.13,-0.05,0.01,0.02,127.72,162.54
10.07,1.63,0.26,-0.08,0.03,-0.01,233.69,346.22
10.57,1.78,-0.27,-0.07,-0.01,-0.08,419.23,652.91
9.43,1.95,-0.28,-0.08,0.16,-0.13,202.97,235.12
9.6,2.11,-0.27,-0.07,0.02,0.14,169.94,191.52
10.26,1.7,-0.09,-0.07,0.1,0.09,170.42,199.43
9.96,1.91,-0.17,-0.09,0.02,-0.07,192.34,223.94
9.49,1.93,0.24,-0.1,0.02,-0.02,226.08,301.23
10.26,1.96,-0.07,-0.07,0.0,0.04,178.85,221.64
10.15,1.95,-0.13,-0.07,0.1,-0.01,204.92,306.41
9.78,1.96,0.06,-0.08,0.02,0.03,161.83,191.21
9.98,1.96,-0.43,-0.07,0.11,0.02,163.21,202.94
9.68,1.92,-0.03,-0.07,0.02,-0.01,173.9,218.09
9.88,2.02,-0.01,-0.05,-0.02,0.02,166.46,268.76
9.96,2.12,-0.16,-0.11,-0.0,0.08,140.32,170.48
9.84,1.87,-0.19,-0.11,0.1,0.11,163.09,188.31
9.92,1.7,0.05,-0.1,-0.0,0.04,135.57,168.01
9.81,1.86,-0.01,-0.06,0.01,0.01,164.95,221.01
10.07,1.81,-0.07,-0.1,0.04,0.06,146.26,205.82
10.17,1.87,-0.26,-0.12,0.0,0.06,190.97,254.61
10.54,1.94,-0.05,-0.08,-0.08,-0.02,639.92,1004.37
13.78,1.97,-0.32,-0.2,-0.19,-0.95,399.45,563.52
12.27,3.0,-1.19,-0.46,0.19,-2.13,696.68,996.98
10.33,4.56,-0.62,-1.07,-0.32,-2.75,935.37,1239.79
6.71,5.16,-0.38,-1.18,-0.41,-3.19,889.46,1220.42
1.94,5.67,1.64,-1.34,-0.76,-3.05,1363.43,1710.66
-0.49,5.96,3.31,-1.04,0.03,-2.46,883.03,1101.11
-2.62,7.06,4.2,-0.66,0.33,-1.95,1062.75,1274.41
-4.59,7.56,4.38,-0.17,-0.11,-0.5,939.69,1128.96
-4.83,8.51,3.95,0.27,0.18,1.27,823.61,940.74
-3.46,7.58,4.14,0.6,0.02,2.32,797.98,936.29
0.71,7.48,2.68,0.89,0.14,2.85,964.17,1174.66
