ax,ay,az,gx,gy,gz,mav,rms
7.13,3.52,0.41,0.53,0.07,1.41,535.33,623.12
7.69,3.45,1.24,0.47,0.21,1.31,521.99,625.6
9.65,2.22,0.62,0.44,0.25,1.19,413.6,472.01
11.08,1.12,0.98,-0.03,0.07,0.43,345.9,388.6
9.88,2.38,0.82,-0.11,0.02,-0.1,382.09,498.39
9.3,2.55,0.79,-0.13,-0.03,-0.13,510.71,783.7
9.83,2.87,0.78,-0.13,0.12,-0.05,388.42,465.71
9.98,2.41,0.68,-0.02,-0.11,-0.24,460.1,563.65
10.22,0.36,0.62,-0.13,-0.17,-1.14,564.47,718.15
7.84,0.92,0.54,-0.37,-0.24,-2.41,710.01,868.4
3.35,4.69,0.36,-0.95,0.03,-2.67,552.87,650.09
2.5,8.31,2.08,-0.58,0.1,-2.43,527.77,588.64
0.34,9.86,3.1,-0.76,-0.37,-2.28,689.69,1017.1
-1.33,12.25,3.3,-0.51,-0.46,-2.08,1428.25,1777.29
-1.95,13.18,1.95,0.25,0.2,1.13,912.51,1184.06
-0.23,12.17,2.25,0.34,0.31,2.11,699.08,783.01
1.24,10.65,2.23,0.23,0.2,2.66,637.74,699.96
