ax,ay,az,gx,gy,gz,mav,rms
9.8,1.03,-1.22,-0.08,0.03,0.05,153.93,228.33
10.21,0.91,-1.22,-0.08,0.04,0.09,132.86,184.9
10.17,0.94,-1.14,-0.06,0.04,0.03,167.57,294.47
10.22,0.8,-1.19,-0.06,0.02,0.09,158.14,226.99
10.38,0.77,-1.15,-0.05,-0.04,0.07,208.41,286.67
10.8,0.9,-1.43,-0.02,-0.02,-0.03,245.32,344.14
12.05,1.0,-1.43,-0.01,0.06,-0.59,546.71,818.59
11.45,2.08,-1.45,-0.09,-0.03,-1.42,812.12,1142.91
9.85,3.51,-1.54,-0.32,-0.09,-1.82,701.6,974.97
7.88,4.52,-1.05,-0.4,-0.03,-1.85,772.27,1058.38
6.41,5.63,-1.41,-0.37,0.1,-1.73,720.55,909.38
5.64,6.88,-0.94,-0.28,0.04,-1.6,762.47,1061.54
4.22,7.84,-0.66,-0.3,0.04,-1.48,681.19,891.09
3.3,8.78,-0.64,-0.31,-0.03,-1.37,698.22,915.74
1.64,8.94,-0.24,-0.43,-0.28,-1.27,690.99,872.63
0.61,8.54,-0.46,-0.39,0.04,-1.06,588.33,654.93
-0.5,9.81,0.63,-0.46,-0.03,-0.89,415.53,524.24
-1.73,9.44,1.67,-0.46,-0.28,-0.84,415.53,524.24
-1.96,9.42,1.07,-0.34,-0.08,-0.8,423.1,526.28
-2.36,9.26,1.29,-0.24,-0.05,-0.47,357.73,421.7
-3.23,8.99,1.53,-0.15,0.15,-0.39,431.57,623.33
-3.51,8.52,1.98,-0.12,0.07,-0.36,355.86,469.72
-3.23,8.73,1.53,-0.13,0.02,-0.3,294.0,356.04
-3.98,8.66,1.64,-0.07,0.05,0.06,402.04,557.28
-3.92,8.7,1.42,-0.06,-0.12,0.35,402.04,557.28
-3.96,8.87,1.53,-0.03,-0.12,0.42,274.23,309.08
-2.8,9.08,1.5,-0.03,0.18,0.85,280.01,368.34
-1.41,8.96,2.18,0.04,-0.02,0.95,232.12,281.35
-0.21,9.67,1.27,0.12,-0.05,1.09,291.44,387.63
0.58,8.81,1.18,0.17,0.1,1.23,233.18,297.58
1.8,9.03,1.24,0.29,-0.05,1.32,400.0,666.89
2.8,9.13,0.84,0.31,-0.23,1.29,400.0,666.89
4.12,9.06,0.34,0.26,-0.11,1.23,315.61,428.98
5.65,7.17,0.25,0.29,0.01,1.35,357.04,462.44
7.18,6.65,-0.22,0.31,-0.05,1.16,477.22,734.77
8.16,6.27,-0.78,0.23,-0.13,0.78,581.56,859.89
8.26,6.05,-1.41,0.23,-0.09,0.66,410.22,520.28
8.32,5.6,-1.48,0.13,0.08,0.78,532.78,833.7
8.62,4.85,-1.43,0.11,-0.02,0.88,500.67,777.32
9.53,3.92,-1.53,-0.07,0.09,0.9,518.32,718.01
9.54,3.23,-0.93,0.03,-0.05,0.88,381.85,486.77
9.44,2.44,-0.94,0.02,0.04,0.82,387.77,461.35
10.36,1.8,-1.41,0.09,0.02,0.7,395.82,510.16
11.6,1.5,-1.76,0.01,0.11,0.49,357.36,482.41
10.75,1.03,-1.64,-0.0,0.02,-0.02,254.65,296.6
10.52,1.06,-1.5,-0.01,0.05,-0.11,254.65,296.6
9.72,1.16,-1.4,-0.02,-0.02,-0.09,258.29,397.51
9.82,1.26,-1.29,-0.05,0.17,0.17,173.18,214.02
10.36,0.91,-1.21,-0.12,0.12,0.16,163.36,204.7
10.38,0.85,-1.2,-0.11,0.04,0.09,163.36,204.7
10.25,0.93,-1.25,-0.08,-0.01,-0.02,208.42,283.84
10.05,0.97,-1.16,-0.07,0.13,0.04,139.78,165.82
