ax,ay,az,gx,gy,gz,mav,rms
8.12,-5.84,-1.95,-0.07,0.07,-0.06,53.31,115.1
8.11,-5.98,-1.67,-0.08,0.06,-0.01,44.68,68.15
8.2,-5.9,-1.82,-0.09,0.09,-0.04,49.29,95.53
8.25,-5.75,-1.7,-0.13,0.13,-0.11,339.42,491.87
8.55,-5.75,-1.46,-0.13,0.22,-0.13,382.91,491.7
8.6,-5.68,-1.06,-0.11,0.2,-0.2,382.91,491.7
8.98,-5.33,-1.25,-0.08,0.01,-0.31,1078.78,1331.74
9.28,-5.18,-1.25,-0.15,-0.23,-0.37,1078.78,1331.74
9.7,-4.35,-3.17,-0.3,-0.55,-0.58,882.62,1074.75
9.17,-3.91,-2.87,-0.23,-0.13,-0.7,882.62,1074.75
10.05,-3.18,-3.39,-0.29,0.11,-0.69,959.59,1114.17
9.08,-2.84,-3.21,-0.35,-0.05,-1.0,989.86,1078.16
9.43,-1.31,-3.19,-0.31,-0.25,-0.86,985.74,1051.51
8.91,-0.71,-3.62,-0.44,-0.22,-0.72,1056.06,1159.96
9.76,0.3,-4.06,-0.29,-0.07,-0.5,958.3,1043.44
9.93,0.78,-4.35,-0.25,-0.05,-0.59,817.44,985.15
9.99,1.98,-2.97,-0.29,0.04,-0.69,851.63,952.97
9.7,2.64,-3.18,-0.33,-0.0,-0.82,1088.13,1210.26
9.36,3.27,-3.3,-0.46,-0.17,-1.07,821.48,909.67
9.01,4.12,-3.79,-0.38,-0.15,-1.18,1020.45,1146.21
7.8,5.4,-3.7,-0.26,-0.17,-1.06,975.91,1105.85
6.42,6.22,-3.19,-0.39,-0.22,-1.02,982.99,1107.52
5.49,6.51,-2.98,-0.44,-0.33,-0.91,1133.71,1206.11
4.99,7.46,-3.52,-0.17,-0.24,-0.69,970.36,1055.45
4.61,8.23,-3.75,-0.09,0.27,-0.32,958.9,1098.55
4.62,8.3,-3.65,-0.35,-0.08,-0.34,1046.25,1153.6
4.23,8.14,-2.99,-0.48,-0.61,-0.46,1048.04,1140.44
4.29,8.51,-3.65,-0.34,-0.41,-0.36,983.57,1088.33
3.72,8.88,-3.68,-0.45,-0.07,-0.43,1007.9,1096.61
3.23,8.92,-2.64,-0.46,-0.17,-0.52,1125.6,1199.23
2.82,9.16,-2.55,-0.45,-0.29,-0.53,1005.53,1116.51
2.01,9.55,-2.12,-0.45,-0.23,-0.58,821.19,985.86
1.74,9.38,-1.69,-0.45,-0.21,-0.59,821.19,985.86
1.45,9.6,-1.89,-0.44,-0.17,-0.58,831.93,927.95
0.44,9.59,-1.13,-0.35,-0.33,-0.58,742.0,815.59
-1.14,9.97,-0.95,-0.11,0.07,-0.21,380.67,433.63
-1.11,9.95,-0.97,-0.12,0.03,-0.01,583.44,751.94
-0.46,9.84,-0.86,-0.07,-0.05,-0.15,459.06,553.88
-0.95,9.73,-0.83,-0.15,0.05,-0.21,288.02,311.78
-1.13,9.59,-0.7,-0.12,-0.01,-0.21,207.86,229.07
-1.3,9.76,-0.69,-0.14,-0.16,-0.09,215.73,300.26
-1.34,9.61,-0.88,-0.09,-0.04,-0.03,157.87,197.01
-1.4,9.81,-0.73,-0.09,0.09,0.02,172.58,258.71
-1.4,9.54,-0.5,-0.1,0.05,-0.01,145.11,183.34
-1.56,9.76,-0.26,-0.09,-0.09,0.0,124.97,155.93
-1.55,9.69,-0.41,0.01,0.0,0.13,126.79,172.15
-1.69,9.41,-0.43,0.13,0.32,0.37,125.99,188.04
-1.32,9.5,-0.81,0.24,0.55,0.58,169.4,283.16
-0.23,9.69,-1.21,0.25,0.44,0.72,464.04,828.42
0.8,9.47,-1.65,0.24,0.09,0.69,405.86,604.97
1.63,9.22,-1.98,0.22,0.03,0.61,568.87,840.38
2.57,9.26,-2.66,0.23,0.33,0.45,525.56,706.32
2.59,9.23,-2.47,0.26,0.56,0.34,548.97,721.35
2.56,8.97,-2.72,0.36,0.56,0.45,627.68,772.31
2.71,8.97,-3.11,0.42,0.57,0.71,496.93,649.3
3.4,8.59,-3.22,0.43,0.51,0.96,487.76,644.3
4.71,8.25,-3.29,0.37,0.27,1.14,943.45,1219.57
