ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
-5.22,-4.13,6.37,0.07,0.16,0.15,0.0,0.0,0,0,3
-6.51,-2.54,8.1,0.04,-0.3,0.55,379.32,472.18,0,0,3
0.9,3.83,1.33,1.89,0.12,2.04,585.4,770.96,0,0,3
3.22,9.96,1.68,0.08,-0.07,0.24,1737.85,2162.19,1,0,3
-1.13,7.09,2.83,0.01,-0.23,-0.32,939.11,1220.39,0,1,3
2.68,7.63,2.43,0.56,0.35,1.19,860.47,1082.53,0,1,3
1.23,9.99,0.62,-0.04,0.19,0.21,889.08,991.16,0,1,3
4.94,11.09,0.5,-0.27,-0.31,-0.23,555.44,621.45,0,1,3
-1.38,6.6,3.78,-0.18,0.04,-1.02,1157.74,1382.59,0,1,3
-0.63,7.01,2.6,-0.01,0.28,0.58,1041.22,1220.64,0,1,3
2.9,11.49,1.32,0.68,0.13,0.72,926.16,1105.94,0,1,3
1.21,9.0,1.86,-0.05,0.26,-0.01,1224.96,1445.75,0,1,3
1.44,10.16,2.41,-0.11,-0.02,0.14,1385.09,1631.96,1,1,3
-1.56,6.64,4.47,-0.43,-0.63,-1.13,1055.07,1239.35,0,2,3
-2.11,8.47,3.61,-0.05,0.1,0.02,1052.51,1213.18,0,2,3
-0.89,7.78,3.42,0.03,0.39,0.7,974.49,1077.33,0,2,3
2.11,12.61,1.75,0.42,-0.13,-0.35,904.78,1110.56,0,2,3
1.0,9.19,3.01,-0.11,0.04,-0.03,708.54,815.87,0,2,3
1.58,10.54,2.62,-0.01,0.0,0.25,1157.7,1347.33,0,2,3
-1.27,7.0,2.91,-0.14,-1.0,-0.93,1254.25,1438.1,0,2,3
-1.09,9.41,3.48,-0.25,-0.04,0.24,1273.22,1421.28,0,2,3
-0.91,8.65,4.25,-0.12,-0.0,0.04,1078.72,1166.79,0,2,3
3.36,11.35,0.48,0.95,1.45,0.27,966.93,1151.06,0,2,3
0.98,8.91,1.89,-0.13,0.15,-0.07,1562.37,1745.92,1,2,3
2.58,9.14,0.74,-0.69,0.01,-0.72,1180.92,1367.62,0,3,3
-0.51,8.55,4.22,-0.05,-0.15,-0.17,1198.9,1340.33,0,3,3
-1.3,8.36,3.63,-0.05,0.14,0.14,1185.17,1348.97,0,3,3
2.59,13.58,-1.57,0.64,0.3,-0.14,1044.07,1146.97,0,3,3
0.53,9.39,0.97,-0.16,0.19,-0.09,1201.78,1431.34,0,3,3
2.41,13.86,1.19,-0.05,-0.24,0.31,1273.41,1429.62,0,3,3
-1.03,7.21,3.42,0.04,0.38,-0.52,1223.7,1405.27,0,3,3
-2.14,8.36,3.02,-0.13,0.13,0.04,953.86,1109.9,0,3,3
-1.75,5.05,3.39,0.41,0.94,2.24,1374.23,1521.01,1,3,3
0.53,9.09,1.57,-0.18,0.42,0.04,1306.71,1510.54,1,3,3
1.87,10.41,1.63,-0.3,-0.06,0.04,1042.49,1301.91,0,4,3
1.14,4.69,2.1,-0.53,-0.26,-1.72,913.89,1044.13,0,4,3
-2.31,8.31,3.98,0.01,0.19,-0.06,969.56,1106.33,0,4,3
-1.22,2.97,3.54,0.15,-0.01,2.3,982.1,1181.32,0,4,3
2.99,11.57,2.19,-0.22,0.09,-0.65,1495.81,1617.65,1,4,3
0.44,9.22,2.32,-0.08,0.04,0.02,1560.87,1657.98,1,4,3
2.8,12.3,2.22,-0.27,-1.16,0.24,1132.2,1284.68,0,5,3
-2.3,7.0,5.22,-0.16,0.01,-0.09,1116.87,1283.75,0,5,3
-1.8,7.59,5.15,0.04,0.25,0.02,886.32,1012.19,0,5,3
-1.33,2.69,5.44,0.67,-0.33,2.11,1138.33,1317.43,0,5,3
1.47,13.46,3.58,-0.14,-0.62,0.39,1381.38,1586.84,1,5,3
0.88,10.1,2.11,-0.03,0.13,0.06,1188.03,1269.85,0,6,3
0.06,6.26,3.03,-0.76,-0.94,-1.77,1214.88,1351.34,0,6,3
-1.95,8.03,5.32,-0.08,0.03,0.24,979.52,1143.95,0,6,3
-2.36,7.36,4.69,-0.07,0.04,0.13,796.14,896.13,0,6,3
2.75,12.24,1.06,-0.0,0.67,0.15,607.28,729.91,0,6,3
0.1,8.32,3.82,-0.02,0.18,0.02,1486.86,1809.92,1,6,3
-0.73,11.87,3.97,-0.23,-0.33,0.05,1243.11,1465.56,0,7,3
-2.58,6.68,6.06,-0.14,-0.47,0.39,1412.63,1551.06,1,7,3
-2.64,7.16,5.42,-0.05,0.25,0.1,1167.13,1299.68,0,8,3
-1.49,5.2,4.6,0.17,0.5,1.06,863.81,976.44,0,8,3
1.49,13.09,2.97,0.4,-0.53,-0.49,604.61,756.88,0,8,3
-0.11,9.32,3.26,-0.1,-0.03,0.01,1568.58,1852.23,1,8,3
1.28,4.53,2.59,-0.98,-0.91,-1.79,1342.14,1497.2,0,9,3
-2.55,6.99,6.02,-0.08,0.09,-0.02,1188.43,1380.84,0,9,3
-2.64,7.06,5.45,-0.03,0.09,0.16,1094.76,1198.22,0,9,3
0.06,7.46,2.77,1.03,0.68,1.0,802.9,922.25,0,9,3
0.64,8.47,2.44,0.12,0.31,0.18,810.92,1050.84,0,9,3
0.15,9.85,3.38,-0.06,-0.08,0.22,1532.5,1772.8,1,9,3
-2.71,6.17,3.61,0.17,0.36,-0.71,1153.78,1350.23,0,10,3
