ax,ay,az,gx,gy,gz,mav,rms
-3.44,4.84,3.0,-0.63,0.57,1.27,673.37,760.89
-1.7,8.8,2.39,-0.2,-0.22,0.53,596.05,681.87
-1.08,12.79,0.98,-0.03,0.28,-0.43,902.25,1251.69
-2.02,11.44,2.74,0.17,-0.08,-0.72,1881.61,2091.14
-2.27,11.59,2.63,0.37,0.51,-0.56,1623.14,1730.27
-2.83,10.98,1.25,0.27,0.19,0.06,1386.39,1510.77
-2.61,9.11,0.98,-0.08,-0.28,0.19,1327.39,1448.99
-3.22,8.72,1.26,-0.11,0.07,0.12,1209.06,1329.9
-2.64,8.76,1.59,-0.06,0.09,0.06,1106.36,1166.96
-3.48,8.79,1.71,-0.02,0.07,-0.02,824.1,858.42
-3.11,8.96,1.48,-0.03,0.01,0.0,489.12,546.46
-3.41,8.97,1.46,-0.11,0.03,-0.01,326.09,386.08
-3.03,8.93,1.46,-0.05,-0.01,0.03,358.51,411.85
-3.32,8.93,1.43,-0.09,0.04,0.06,326.18,377.42
-3.23,8.86,1.63,-0.06,0.14,0.03,345.31,380.15
-2.99,8.85,1.35,-0.02,0.11,0.07,277.1,305.44
-2.56,9.5,1.23,-0.05,0.14,0.02,279.6,322.29
-2.89,9.42,1.43,-0.1,0.08,0.22,240.31,272.74
-1.59,12.44,0.9,-0.18,0.08,0.54,282.72,357.22
-0.75,14.9,2.28,-0.41,-0.4,1.23,341.29,456.95
-0.2,11.99,2.32,-0.39,-0.85,0.32,465.49,689.3
-2.26,8.13,3.67,-0.31,-1.33,-1.09,452.9,537.08
-2.46,3.97,3.32,0.29,-1.01,-1.86,501.87,675.51
