ax,ay,az,gx,gy,gz,mav,rms
8.71,7.72,1.23,0.01,1.09,-0.22,1645.53,1824.91
4.53,7.77,2.63,-0.14,-0.32,0.21,1524.66,1658.2
6.03,7.81,2.17,-0.06,0.38,-0.07,1499.29,1598.12
5.47,7.74,2.46,-0.1,-0.06,0.06,1384.13,1522.08
5.45,7.8,2.35,-0.07,0.01,0.0,1398.46,1536.33
5.38,7.71,2.68,-0.1,-0.03,0.03,1319.29,1450.12
5.41,7.7,2.55,-0.06,0.01,0.06,1398.0,1510.34
5.2,7.73,2.63,-0.1,0.05,-0.0,1390.17,1508.32
5.8,7.8,2.49,-0.09,-0.02,-0.11,1402.72,1503.57
7.62,7.87,2.31,-0.17,-0.24,-0.58,1419.55,1510.44
6.59,7.89,2.8,-0.13,0.78,-1.64,1426.84,1537.17
3.95,8.07,2.68,0.03,0.21,-2.37,1415.06,1525.95
0.5,7.38,2.84,0.03,0.4,-2.94,1341.46,1452.2
-3.6,6.18,3.24,0.18,-0.58,-3.21,1304.36,1520.85
-5.84,4.42,3.52,0.19,0.15,-3.35,1326.13,1435.06
-8.87,0.72,2.25,0.18,-0.24,-3.29,1001.11,1083.53
-12.22,1.87,1.41,0.14,0.85,-1.18,700.17,796.87
-8.8,2.06,2.32,-0.12,-0.03,-0.3,672.08,752.93
-9.4,2.29,2.73,-0.12,-0.08,-0.0,559.7,725.21
-8.73,2.05,2.55,-0.06,0.03,0.11,512.5,720.92
-8.52,1.94,2.09,-0.06,0.13,0.05,362.85,444.97
-11.2,2.04,2.26,-0.17,0.15,0.86,0.0,0.0
-9.82,0.85,2.41,-0.24,0.0,2.66,0.0,0.0
-7.35,4.4,1.64,-0.27,0.64,3.22,0.0,0.0
-4.72,6.27,2.4,-0.54,0.41,3.01,392.49,493.18
-1.76,7.65,2.75,-0.27,-0.0,2.81,580.46,717.29
1.64,8.57,2.14,-0.07,-0.68,2.81,788.89,1055.91
