ax,ay,az,gx,gy,gz,mav,rms
9.78,-2.1,-3.69,-0.01,-0.03,0.03,82.93,150.18
9.46,-1.96,-3.73,-0.02,0.07,0.05,59.43,73.82
9.6,-2.25,-3.67,-0.15,0.09,0.05,54.19,97.23
9.64,-2.18,-3.46,-0.1,0.06,0.04,87.99,153.38
9.56,-2.15,-3.47,-0.06,0.01,0.04,87.99,153.38
9.42,-2.14,-3.65,-0.03,-0.02,0.03,55.78,74.35
9.45,-2.2,-3.76,-0.06,0.02,0.07,59.9,81.59
9.43,-2.28,-3.63,-0.08,0.05,0.06,45.74,58.77
9.54,-2.26,-3.54,-0.09,0.03,0.02,42.52,57.5
9.44,-2.24,-3.7,-0.07,0.03,0.03,71.17,126.64
9.54,-2.25,-3.66,-0.1,0.07,0.03,67.01,109.27
9.52,-2.24,-3.49,-0.07,-0.04,-0.02,208.9,372.47
10.11,-2.32,-3.92,-0.13,-0.06,-0.13,208.9,372.47
11.3,-1.98,-3.86,-0.14,-0.06,-0.77,489.21,654.68
11.1,-1.03,-3.89,-0.37,-0.16,-1.55,568.36,733.25
10.2,1.13,-5.12,-0.61,0.09,-1.72,615.03,711.87
9.02,1.58,-4.72,-0.68,0.17,-1.68,615.03,711.87
8.09,4.06,-4.59,-0.8,0.35,-1.55,602.84,685.47
7.62,5.06,-3.94,-0.86,0.47,-1.42,658.24,721.96
6.31,6.85,-2.27,-0.82,-0.04,-1.33,601.69,687.53
5.69,7.37,-1.21,-0.8,-0.16,-1.44,639.49,698.33
4.54,7.58,-1.42,-0.81,0.1,-1.45,639.49,698.33
2.92,8.28,-0.97,-0.77,0.15,-1.39,594.29,672.4
1.7,8.7,0.44,-0.79,-0.06,-1.3,543.94,622.64
1.81,9.02,0.61,-0.69,-0.06,-1.32,543.94,622.64
0.53,9.26,1.45,-0.69,-0.53,-1.21,493.65,563.89
-2.22,8.87,1.36,-0.47,-0.03,-0.96,260.01,275.4
-3.57,9.35,2.03,-0.3,0.37,-0.52,217.14,313.72
-3.85,8.81,2.83,-0.33,-0.08,-0.42,217.14,313.72
-4.51,9.0,2.11,-0.19,0.24,-0.2,182.05,229.89
-4.72,8.77,2.5,-0.25,-0.04,-0.15,182.05,229.89
-2.41,8.54,2.99,-0.13,-0.07,0.02,117.85,139.57
-3.67,8.73,2.43,-0.13,0.05,-0.02,117.85,139.57
-3.26,8.44,3.09,-0.16,0.05,0.08,125.36,181.3
-2.03,8.38,2.99,-0.09,0.06,0.02,125.36,181.3
-2.3,8.3,3.17,-0.04,0.16,-0.07,119.18,152.56
-2.5,8.18,3.22,-0.13,-0.18,-0.06,96.93,126.28
-3.4,8.28,3.13,-0.11,-0.04,-0.08,96.93,126.28
-3.95,8.47,2.92,-0.04,0.18,-0.09,112.1,170.31
-4.19,8.25,2.97,0.01,0.2,0.26,123.92,185.71
-3.53,8.81,3.04,0.16,0.38,0.36,111.2,162.2
-4.23,8.44,2.64,0.16,0.38,0.52,111.2,162.2
-2.9,9.08,1.65,0.39,0.26,0.86,87.48,121.97
-1.86,8.79,1.26,0.56,0.55,0.94,115.43,169.23
-0.95,9.07,1.95,0.49,0.23,1.08,115.43,169.23
0.57,8.91,0.51,0.76,0.32,1.26,333.62,498.98
2.9,8.43,-0.7,0.76,-0.23,1.77,541.72,735.67
3.79,8.5,-1.87,0.69,-0.04,1.83,672.65,837.31
6.97,7.16,-1.83,0.47,-0.46,1.66,665.25,780.29
6.36,6.03,-1.91,0.44,-0.49,1.52,661.84,745.96
9.06,4.38,-3.06,0.6,-0.53,1.42,588.03,666.46
9.01,3.58,-3.58,0.53,-0.38,1.49,595.61,693.37
10.23,1.88,-3.51,0.56,0.06,1.45,599.59,699.32
10.59,0.79,-3.84,0.42,-0.23,1.34,552.07,634.13
10.75,-0.47,-4.19,0.34,-0.07,1.01,499.79,597.56
11.06,-1.11,-4.69,0.14,0.37,0.74,480.47,540.09
10.12,-1.8,-4.73,0.0,0.41,0.47,416.79,482.45
9.99,-2.07,-4.69,0.01,0.19,0.35,334.1,362.67
9.39,-2.44,-4.18,0.0,0.4,0.29,245.15,300.06
9.49,-2.44,-4.43,-0.08,0.68,0.08,180.91,198.82
9.57,-2.24,-3.58,-0.11,0.35,0.03,164.26,218.65
10.07,-2.37,-3.61,-0.08,0.37,0.1,119.91,136.22
9.44,-2.31,-2.88,-0.06,0.29,0.04,87.46,96.85
9.65,-2.44,-2.99,-0.04,0.04,-0.02,108.4,165.02
9.55,-2.17,-2.89,-0.05,-0.11,-0.02,69.64,97.88
9.5,-2.15,-3.04,0.07,0.54,0.18,69.49,99.94
