ax,ay,az,gx,gy,gz,mav,rms
9.71,-2.83,-1.0,-0.05,0.03,0.04,261.91,336.47
10.41,-2.94,-1.18,-0.04,0.04,-0.18,411.89,578.83
10.82,-2.81,-1.05,-0.04,-0.03,-0.33,570.78,960.87
11.63,-2.25,-1.74,-0.03,-0.15,-1.04,718.63,1006.75
11.52,-1.69,-1.19,-0.14,-0.03,-1.12,718.63,1006.75
10.31,0.78,-0.92,-0.41,-0.25,-1.46,725.55,901.12
9.68,2.06,-1.28,-0.59,-0.21,-1.44,855.81,1125.58
9.44,3.53,-0.5,-0.61,-0.17,-1.35,772.11,1023.77
8.81,4.59,0.5,-0.59,-0.18,-1.32,692.34,814.58
8.92,5.76,-0.23,-0.39,-0.04,-1.39,899.28,1222.75
8.07,6.74,0.37,-0.29,-0.09,-1.54,970.3,1207.8
5.47,6.09,-0.16,-0.33,-0.03,-1.72,801.91,1102.44
3.39,8.07,0.02,-0.29,-0.07,-1.45,1013.94,1259.14
1.77,9.55,-0.63,-0.14,-0.14,-0.74,822.06,984.6
1.54,9.89,-0.99,-0.14,-0.09,-0.22,742.88,956.17
1.87,9.61,-0.11,-0.04,0.14,0.17,737.65,916.7
2.19,9.47,-0.63,-0.01,0.12,0.37,535.05,580.88
3.09,9.06,-0.13,-0.03,0.13,0.49,442.57,502.67
3.25,9.22,-0.39,0.01,0.16,0.5,467.14,718.6
3.71,8.88,0.1,0.02,0.08,0.6,467.14,718.6
4.19,8.43,-0.4,0.2,0.2,1.07,348.37,521.28
5.35,7.62,-0.04,0.24,0.21,1.24,348.37,521.28
6.2,6.75,-0.24,0.34,0.22,1.37,329.39,469.82
8.03,5.57,-1.16,0.31,0.34,1.38,359.27,491.12
8.25,4.29,-1.17,0.26,0.07,1.34,378.03,505.44
8.89,3.61,-1.64,0.26,0.2,1.4,394.31,579.26
9.71,2.51,-1.43,0.26,0.33,1.41,440.52,661.61
10.55,1.92,-0.79,0.23,0.13,1.37,469.88,652.02
10.02,0.16,-1.06,0.12,0.21,1.28,361.75,492.05
11.32,-2.19,-0.36,-0.08,0.35,1.11,382.81,475.62
11.04,-2.68,0.33,-0.0,-0.07,0.6,412.65,571.75
10.5,-3.0,-0.05,0.03,-0.21,0.26,412.65,571.75
9.89,-2.52,-0.64,0.09,0.01,0.11,394.03,523.56
9.73,-2.82,-0.28,0.0,0.08,0.14,394.03,523.56
9.72,-2.9,-0.58,-0.09,0.01,0.14,269.8,320.02
9.82,-3.14,-0.76,-0.13,0.04,0.04,239.61,322.39
9.77,-3.09,-0.6,-0.11,0.15,-0.03,225.64,278.93
9.73,-2.98,-0.4,-0.04,-0.01,-0.04,194.77,234.87
9.7,-2.79,-0.56,-0.04,0.03,0.0,280.1,371.82
9.64,-2.9,-0.79,-0.03,0.05,0.05,234.24,271.59
9.7,-3.1,-0.77,-0.02,0.06,0.1,203.15,253.68
9.86,-3.01,-0.75,-0.08,-0.07,-0.06,294.44,401.04
9.46,-3.09,-0.93,-0.09,0.05,-0.07,294.44,401.04
