ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
10.14,-0.83,-0.51,-0.05,0.02,0.06,357.22,506.17,0,0,1
10.13,-0.87,-0.68,-0.08,0.06,-0.00,315.83,477.78,0,0,1
10.43,-0.73,-0.86,-0.16,0.07,-0.04,582.69,839.87,0,0,1
10.47,1.45,-1.74,-0.44,0.01,-1.44,1309.76,1671.71,1,0,1
-0.28,10.87,2.40,-0.02,0.30,0.11,1369.65,1667.44,1,0,1
6.04,7.84,-0.96,0.78,0.55,1.65,830.69,984.24,0,1,1
10.05,2.81,-0.83,-0.08,0.09,0.45,677.51,802.66,0,1,1
9.83,1.84,-0.65,-0.07,0.05,0.06,598.89,731.84,0,1,1
10.04,1.38,-0.91,-0.11,0.00,0.07,524.47,705.29,0,1,1
10.14,1.44,-0.85,-0.06,0.01,0.04,559.60,699.57,0,1,1
10.28,1.35,-0.71,-0.11,0.08,0.22,385.09,457.69,0,1,1
10.00,-1.81,-0.98,-0.04,0.05,0.12,762.34,1090.38,0,1,1
8.59,5.71,-2.77,-1.40,-0.38,-2.92,1634.43,1995.71,1,1,1
1.05,7.82,1.05,1.28,0.53,2.17,949.04,1073.82,0,2,1
10.29,3.60,-2.07,0.11,0.52,1.32,746.20,913.56,0,2,1
10.30,0.27,-0.64,0.09,0.11,0.27,745.07,904.45,0,2,1
10.26,-0.65,-0.65,-0.15,0.05,0.22,507.06,579.21,0,2,1
11.56,-1.02,-0.87,-0.20,0.02,-0.45,733.91,999.34,0,2,1
5.48,4.45,-0.37,-1.64,-0.21,-3.01,1431.86,1770.84,1,2,1
3.37,8.33,1.18,1.06,0.34,2.67,834.53,1022.23,0,3,1
11.82,1.59,-0.68,0.33,0.31,1.15,815.95,1022.65,0,3,1
10.90,-0.45,-0.11,-0.04,0.03,0.42,657.37,822.01,0,3,1
9.69,-0.01,-0.48,-0.08,-0.00,-0.04,642.85,781.02,0,3,1
10.47,2.79,-2.02,-1.15,-0.73,-2.40,1333.81,1723.33,1,3,1
2.11,7.88,2.01,1.31,0.28,2.80,920.09,1119.04,0,4,1
11.34,1.39,-1.59,0.21,0.28,1.27,894.77,1109.83,0,4,1
9.92,-0.75,-0.87,-0.22,-0.05,0.00,733.95,870.98,0,4,1
11.23,-0.81,-2.19,-0.16,-0.09,-0.49,794.10,1049.88,0,4,1
4.36,5.48,0.03,-1.77,-0.73,-2.76,1611.72,1868.49,1,4,1
3.02,7.84,0.88,1.25,0.32,2.71,1064.43,1214.43,0,5,1
11.45,0.86,-0.52,0.32,-0.01,1.35,825.06,1071.28,0,5,1
10.74,-0.92,-0.39,-0.07,0.05,0.02,734.12,892.81,0,5,1
9.94,-0.69,0.05,-0.12,-0.35,0.03,692.15,815.65,0,5,1
11.68,1.43,-1.10,-0.67,-0.37,-1.95,1481.03,1800.46,1,5,1
3.36,8.27,1.58,1.21,0.57,2.38,1217.60,1404.79,0,6,1
10.59,2.22,-0.57,0.24,0.01,1.11,903.47,1045.90,0,6,1
10.33,-0.51,-0.52,0.00,-0.04,0.21,676.61,841.32,0,6,1
10.42,-1.11,-0.54,-0.12,-0.00,0.13,629.82,746.20,0,6,1
12.07,2.15,-1.02,-0.83,-0.67,-2.20,1369.74,1729.59,1,6,1
0.91,8.54,2.93,0.95,0.70,2.18,1179.20,1373.82,0,7,1
9.93,2.20,-0.17,0.44,0.33,1.88,808.08,1001.35,0,7,1
10.35,-1.07,-0.71,-0.03,0.03,0.13,671.87,779.80,0,7,1
10.43,-1.41,-0.42,-0.17,-0.04,0.04,581.80,672.99,0,7,1
10.50,2.11,-1.31,-0.93,-0.21,-2.26,1458.80,1805.11,1,7,1
3.77,7.67,1.56,1.49,0.53,2.67,899.68,1070.25,0,8,1
10.50,0.73,-0.25,0.24,-0.09,1.02,686.08,871.53,0,8,1
9.94,-0.91,-0.67,-0.22,-0.05,-0.04,663.99,783.82,0,8,1
10.78,-0.86,-1.07,-0.17,0.03,-0.08,548.33,742.77,0,8,1
10.09,4.74,-1.84,-1.20,-0.23,-2.52,1490.05,1825.52,1,8,1
4.23,8.73,0.29,1.26,0.71,2.26,928.30,1068.13,0,9,1
9.95,3.65,-1.38,0.40,0.17,1.24,867.70,1079.23,0,9,1
10.52,0.29,-0.67,-0.02,-0.02,0.37,574.76,655.08,0,9,1
11.15,0.17,-0.72,-0.11,-0.09,-0.23,689.34,928.57,0,9,1
9.78,5.01,-0.14,-0.87,-0.58,-2.24,1557.43,1884.05,1,9,1
0.71,8.07,2.73,1.09,0.37,2.14,958.59,1154.50,0,10,1
10.28,3.73,-0.45,0.39,0.16,1.32,914.41,1098.40,0,10,1
10.24,0.18,-0.87,0.12,0.02,0.66,835.11,967.60,0,10,1
11.93,-0.05,-2.02,-0.25,0.04,-0.26,747.79,1066.67,0,10,1
9.31,5.21,-1.09,-1.04,-0.39,-2.24,1354.16,1695.83,1,10,1
2.75,8.57,1.41,1.07,0.10,2.39,1054.61,1214.86,0,11,1
9.81,2.62,-0.64,0.35,-0.02,1.11,773.37,959.18,0,11,1
9.99,-1.13,-1.69,0.27,-0.09,0.80,695.08,907.35,0,11,1
11.36,-1.12,-1.62,-0.38,-0.01,-0.69,944.16,1276.89,0,11,1
5.73,6.97,-0.31,-1.72,-0.88,-2.49,1479.73,1756.47,1,11,1
6.91,7.47,-0.11,1.13,0.33,2.04,1075.82,1196.93,0,12,1
9.80,2.04,-1.02,0.37,0.20,1.04,739.80,912.32,0,12,1
10.75,-1.03,-1.34,0.06,0.02,0.20,647.10,767.11,0,12,1
12.02,-0.14,-1.60,-0.27,0.18,-0.85,978.33,1263.78,0,12,1
7.59,6.88,-1.02,-1.34,-0.61,-2.40,1341.02,1647.81,1,12,1
6.79,7.41,0.15,0.86,0.24,2.33,999.34,1193.97,0,13,1
10.99,1.71,1.15,0.27,-0.53,0.73,904.15,1096.70,0,13,1
10.06,-1.10,-0.41,0.12,0.13,0.33,654.99,772.33,0,13,1
11.23,-1.25,-1.05,-0.30,-0.12,-0.06,799.66,1085.10,0,13,1
8.72,3.51,-2.20,-1.24,-0.00,-2.33,1427.29,1745.37,1,13,1
3.22,9.29,1.10,0.89,0.50,2.09,1061.32,1202.28,0,14,1
9.44,3.38,-0.11,0.34,0.21,1.04,865.65,1084.66,0,14,1
10.49,0.25,-1.29,0.28,-0.03,0.54,728.45,899.15,0,14,1
10.65,-0.94,-1.05,-0.10,0.03,-0.01,705.17,855.34,0,14,1
10.44,1.51,-1.51,-0.86,0.09,-1.78,1146.10,1478.16,0,14,1
1.13,8.20,2.44,-1.25,0.20,-2.10,1526.64,1775.80,1,14,1
8.56,5.78,-0.61,0.42,0.03,1.64,1078.42,1207.00,0,15,1
10.02,0.44,-0.43,0.22,-0.17,0.69,862.26,1068.93,0,15,1
10.44,-0.69,-0.86,-0.01,0.09,0.16,688.04,796.53,0,15,1
11.52,-0.42,-0.86,-0.20,-0.12,-0.61,832.07,1147.36,0,15,1
7.13,6.79,0.12,-1.35,-0.22,-2.42,1545.12,1815.08,1,15,1
5.86,7.51,0.51,0.74,0.05,2.24,1013.91,1130.94,0,16,1
10.65,2.16,-0.58,0.26,-0.09,0.94,869.02,1034.80,0,16,1
10.47,-0.94,-0.50,0.05,0.03,0.31,813.83,962.45,0,16,1
10.40,-0.55,-0.90,-0.21,0.00,-0.07,672.09,876.48,0,16,1
8.91,3.53,-1.78,-0.70,0.16,-1.94,1416.79,1744.90,1,16,1
3.11,8.54,1.21,1.00,0.20,2.41,1109.56,1296.87,0,17,1
10.04,1.96,-0.39,0.33,-0.04,1.22,952.78,1172.86,0,17,1
10.48,-0.51,-0.70,0.07,-0.02,0.48,647.21,716.45,0,17,1
10.49,-1.31,-1.12,-0.18,0.06,-0.07,673.57,848.16,0,17,1
11.25,0.96,-1.03,-0.73,-0.33,-1.92,1555.24,1890.06,1,17,1
2.22,8.21,2.99,1.14,0.43,1.98,1041.25,1217.95,0,18,1
10.46,2.36,-1.23,0.30,0.08,1.32,1020.03,1240.52,0,18,1
10.41,-2.55,0.25,0.07,0.30,0.56,716.33,785.79,0,18,1
10.21,-2.26,-0.22,-0.12,0.00,-0.17,561.47,748.14,0,18,1
12.04,0.03,-1.73,-0.40,-0.54,-1.08,940.24,1285.62,0,18,1
3.94,9.07,1.09,-1.65,0.12,-2.96,1503.93,1826.82,1,18,1
8.67,5.49,-0.51,0.99,0.36,2.01,1022.05,1155.69,0,19,1
10.11,-0.26,-0.53,0.21,0.04,0.87,816.90,1057.20,0,19,1
9.80,-1.52,-0.13,-0.09,0.03,0.05,572.85,642.88,0,19,1
10.58,-1.65,-0.55,-0.12,-0.06,-0.12,588.51,796.01,0,19,1
10.41,3.80,-1.09,-0.79,-0.22,-1.93,1393.49,1761.94,1,19,1
2.92,7.07,2.17,1.45,0.94,2.32,1053.74,1279.09,0,20,1
10.54,1.86,-0.87,0.22,0.18,1.22,748.83,906.19,0,20,1
10.70,-1.26,-0.46,-0.02,0.10,0.06,477.22,577.45,0,20,1
10.22,-1.44,-0.28,-0.07,0.07,-0.03,460.32,552.56,0,20,1
11.39,-0.69,-0.58,-0.41,0.06,-1.25,827.94,1171.49,0,20,1
6.17,8.52,0.18,-1.53,-0.04,-2.64,1545.87,1853.93,1,20,1
9.15,6.15,-0.06,0.62,-0.09,2.17,961.45,1079.22,0,21,1
9.76,0.79,-0.10,0.34,-0.33,1.10,808.78,933.02,0,21,1
10.31,-1.34,-0.06,-0.04,0.03,0.11,479.28,563.86,0,21,1
10.19,-1.53,-0.40,-0.12,-0.03,-0.07,463.55,586.08,0,21,1
10.23,-0.10,-2.06,-0.70,-0.27,-1.11,1090.81,1546.65,1,21,1
-1.00,8.07,4.79,0.41,0.61,1.05,1339.56,1611.24,1,21,1
10.96,3.40,-0.85,0.33,0.07,1.46,816.48,1023.57,0,22,1
10.91,-0.39,-0.89,0.17,0.12,0.64,686.36,733.90,0,22,1
10.61,-1.08,-0.17,-0.19,0.04,-0.10,486.85,585.40,0,22,1
10.47,2.88,-1.04,-0.95,-0.34,-1.79,1205.33,1623.88,1,22,1
2.19,7.09,2.47,1.15,0.75,2.13,1068.56,1280.32,0,23,1
9.81,2.88,-0.37,0.48,0.11,1.29,688.83,920.27,0,23,1
9.46,-0.34,-0.60,-0.03,-0.07,0.02,516.66,609.25,0,23,1
