ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
9.56,1.87,2.00,-0.06,-0.03,-0.00,0.00,0.00,0,0,1
9.65,2.96,1.42,0.32,-0.12,0.08,336.24,566.86,0,0,1
10.10,0.82,0.14,0.02,-0.02,0.46,489.27,832.72,0,0,1
10.49,-0.78,-0.22,-0.10,-0.08,-0.13,556.67,839.75,0,0,1
8.18,4.34,0.49,-0.71,-0.07,-2.09,1475.12,1908.69,1,0,1
-1.27,7.89,3.16,0.54,0.32,0.87,1055.54,1351.48,0,1,1
4.76,7.77,-0.85,0.52,0.76,1.84,761.36,908.02,0,1,1
10.07,1.98,-0.96,0.01,0.06,0.89,692.69,806.84,0,1,1
10.08,-0.39,-0.25,-0.10,0.12,0.07,576.77,767.99,0,1,1
11.51,-0.51,-1.46,-0.56,0.03,-1.35,770.79,1131.33,0,1,1
3.00,7.96,1.92,-1.67,-0.22,-3.13,1279.76,1615.33,1,1,1
2.87,8.70,1.04,0.90,0.35,2.51,815.39,926.53,0,2,1
10.37,1.50,-0.97,0.21,0.18,1.23,693.82,858.95,0,2,1
10.20,-2.22,-0.59,-0.09,-0.10,0.02,520.90,612.50,0,2,1
9.90,-1.81,-0.67,-0.05,-0.01,-0.16,487.94,637.78,0,2,1
10.64,1.37,-1.04,-0.90,-0.02,-2.00,1120.75,1465.75,0,2,1
-0.99,7.94,3.96,-1.25,0.19,-2.21,1200.05,1481.62,0,2,1
-1.01,6.70,4.76,0.55,0.39,1.12,1006.25,1164.85,0,2,1
10.98,3.62,-2.09,0.44,-0.38,2.01,647.43,708.22,0,2,1
10.82,-1.99,-0.24,0.08,0.17,0.45,418.99,553.56,0,2,1
10.16,-1.90,-0.36,-0.08,0.11,-0.05,386.07,472.09,0,2,1
11.19,0.42,-1.10,-0.51,0.14,-1.35,912.75,1337.92,0,2,1
3.17,6.91,2.01,-1.37,-0.06,-2.87,1203.58,1541.17,1,2,1
1.64,8.80,1.61,0.93,0.16,2.56,700.48,786.40,0,3,1
10.57,0.83,-1.21,0.32,-0.16,1.29,647.35,884.87,0,3,1
9.79,-1.18,-1.20,-0.09,0.10,-0.09,612.38,916.64,0,3,1
10.44,-1.02,-2.29,-0.62,-0.33,0.35,812.20,1215.09,0,3,1
11.01,-2.43,-4.46,-0.31,-0.60,-0.67,950.15,1242.05,0,3,1
8.52,3.94,-4.97,-1.52,0.21,-2.29,1298.53,1621.73,1,3,1
4.67,6.63,0.11,1.09,0.79,1.94,731.60,895.08,0,4,1
9.67,-1.13,-3.85,0.43,-0.05,1.58,624.99,760.34,0,4,1
8.84,-2.66,-2.17,-0.11,0.05,-0.02,806.09,1024.56,0,4,1
10.31,-2.36,-2.96,-0.03,-0.11,0.04,825.63,1075.21,0,4,1
9.84,-1.09,-2.42,-0.84,0.36,-1.35,1127.25,1414.89,0,4,1
3.63,3.90,0.98,-1.47,-0.05,-1.89,1569.28,1755.66,1,4,1
5.49,8.23,1.16,1.07,0.74,1.94,1081.61,1173.71,0,5,1
10.85,0.75,-2.23,0.29,0.05,1.04,842.07,1066.05,0,5,1
10.07,-0.94,-0.58,-0.08,0.06,0.24,840.85,1024.54,0,5,1
10.30,-0.98,-1.11,-0.09,-0.06,0.14,675.26,831.80,0,5,1
9.90,-1.51,-0.85,-0.05,0.01,0.10,622.84,752.10,0,5,1
