ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
8.84,3.79,2.12,-0.11,0.00,0.00,411.64,510.80,0,0,1
8.80,3.87,2.04,-0.07,0.05,0.03,0.00,405.35,0,0,1
9.02,4.44,2.07,0.00,-0.16,0.21,0.00,365.99,0,0,1
9.68,2.49,0.69,0.14,-0.03,0.23,547.79,762.57,0,0,1
9.83,1.81,0.27,-0.04,0.02,-0.01,446.18,596.34,0,0,1
9.57,1.70,0.91,-0.28,-0.06,0.16,502.10,760.09,0,0,1
10.61,1.41,0.67,-0.13,-0.13,-0.01,791.94,1161.17,0,0,1
5.79,5.68,0.19,-1.09,-0.04,-2.60,1446.10,1819.33,1,0,1
-3.42,8.00,4.01,0.73,0.36,1.26,813.31,968.03,0,1,1
6.30,7.36,-0.34,-0.00,0.43,1.35,787.34,927.22,0,1,1
9.19,3.41,0.23,0.11,0.30,0.81,748.16,953.76,0,1,1
10.59,0.42,1.02,-0.09,-0.12,-0.01,628.41,751.16,0,1,1
11.20,2.19,-0.69,-0.50,-0.42,-1.05,933.13,1208.63,0,1,1
4.28,7.10,1.36,-0.72,-0.36,-1.96,1443.35,1738.00,1,1,1
-2.22,8.48,2.32,0.81,0.64,1.98,870.91,1063.46,0,2,1
8.88,5.69,-0.61,0.08,-0.00,1.31,935.70,1120.10,0,2,1
10.37,1.14,-0.79,0.09,0.03,0.73,828.93,1075.55,0,2,1
10.88,-0.68,-0.11,-0.05,0.07,0.06,649.74,882.02,0,2,1
11.54,0.19,-1.60,-0.37,-0.13,-0.82,1122.11,1430.33,0,2,1
6.86,6.94,-1.74,-1.30,-0.50,-2.61,1576.69,1774.34,1,2,1
0.68,8.31,1.68,0.70,0.34,2.07,1093.40,1219.29,0,3,1
9.38,4.18,-0.73,0.35,-0.05,1.19,1016.46,1239.40,0,3,1
9.55,0.39,-0.24,0.14,0.27,0.92,948.20,1169.94,0,3,1
11.19,-0.74,-0.76,-0.21,-0.03,-0.02,767.79,940.11,0,3,1
9.96,4.68,-1.36,-1.05,-0.27,-2.01,1316.96,1608.43,1,3,1
-2.66,7.83,3.74,0.49,0.62,0.92,982.72,1214.89,0,4,1
8.13,7.77,-1.33,0.44,-0.14,1.56,778.82,902.11,0,4,1
9.99,3.76,-1.29,0.36,0.35,1.05,812.29,975.68,0,4,1
10.86,-0.25,-0.50,-0.11,0.07,-0.15,646.52,781.14,0,4,1
10.84,1.88,-1.53,-0.68,-0.43,-1.57,1188.72,1564.17,1,4,1
-2.41,6.88,5.13,-0.33,-0.18,-0.17,1256.72,1545.94,1,4,1
3.70,8.16,1.08,0.87,0.69,1.97,862.74,1006.94,0,5,1
9.85,3.62,-0.89,0.37,0.11,1.20,885.97,1127.57,0,5,1
11.22,0.42,-0.82,0.09,0.08,0.47,611.89,744.51,0,5,1
11.06,1.44,-0.62,-0.56,-0.14,-0.99,857.63,1172.47,0,5,1
3.56,7.42,1.55,-1.30,-0.06,-2.70,1388.28,1712.08,1,5,1
1.54,8.40,1.61,1.07,0.34,2.61,969.31,1150.86,0,6,1
9.86,4.47,-0.59,0.48,0.11,0.86,1057.49,1198.29,0,6,1
10.21,2.58,-0.84,0.09,0.26,0.67,793.91,939.70,0,6,1
10.18,0.99,0.12,-0.18,-0.10,0.22,595.89,757.54,0,6,1
10.47,3.16,-1.20,-0.59,-0.20,-1.67,1040.85,1369.66,0,6,1
1.35,8.22,1.88,-1.20,0.13,-2.10,1398.80,1681.97,1,6,1
2.84,8.00,1.85,0.80,0.08,2.22,944.42,1064.73,0,7,1
9.18,5.16,0.24,0.36,0.11,0.94,891.98,1054.83,0,7,1
10.27,1.51,-0.28,0.11,0.07,0.62,770.18,953.15,0,7,1
10.28,1.12,-0.43,-0.13,0.05,-0.04,694.88,893.65,0,7,1
10.26,4.47,-0.85,-0.88,-0.23,-1.78,1116.94,1480.84,0,7,1
1.38,8.82,1.45,-1.28,0.17,-2.28,1307.15,1585.00,1,7,1
3.33,9.20,0.25,0.84,0.09,2.36,814.76,943.48,0,8,1
9.05,4.59,0.13,0.23,0.18,0.85,820.54,958.62,0,8,1
10.25,1.41,0.38,-0.00,-0.03,0.42,620.13,782.07,0,8,1
11.07,1.11,-0.44,-0.21,-0.10,-0.21,599.01,752.35,0,8,1
8.02,5.01,0.50,-0.96,-0.26,-2.23,1375.86,1685.99,1,8,1
-0.72,8.59,3.25,0.86,0.15,1.95,845.64,975.24,0,9,1
8.75,4.90,0.68,0.25,0.11,1.13,804.88,1002.94,0,9,1
10.06,1.56,-0.74,0.26,-0.06,0.66,803.24,1046.04,0,9,1
