ax,ay,az,gx,gy,gz,mav,rms
0.05,7.73,3.33,-0.9,-1.99,-0.29,879.18,1065.9
1.31,4.72,4.13,-1.1,-1.49,-1.19,910.16,1158.96
0.57,2.87,5.25,-1.14,-1.03,-1.25,730.78,848.96
1.71,5.17,5.71,-0.34,-0.54,-0.31,570.76,643.48
1.18,4.0,5.11,0.49,0.95,0.82,649.55,906.69
-0.63,1.64,5.0,0.83,0.9,1.8,675.53,812.91
0.68,7.79,3.42,1.22,3.95,1.18,698.74,802.35
-1.69,7.55,3.94,0.31,2.62,-0.08,778.04,943.24
-0.04,12.28,0.34,0.96,0.72,-0.7,940.17,1210.52
-2.95,13.47,0.45,0.82,0.88,-1.32,1528.75,1767.79
-3.3,12.42,-0.48,0.5,0.17,-0.81,838.4,952.13
-3.79,10.6,0.21,-0.07,0.04,-0.07,1897.54,2046.39
-5.24,8.4,0.05,-0.36,-0.03,0.23,1592.85,1681.03
-3.41,8.37,0.39,-0.22,-0.09,0.35,1216.94,1404.54
-4.19,8.67,0.7,-0.12,0.25,0.14,984.8,1108.11
-3.73,9.49,1.06,-0.14,-0.13,0.27,973.88,1117.68
-2.1,12.7,1.33,-0.39,-0.96,0.51,800.01,905.13
-2.56,12.86,2.16,-0.72,-1.95,0.7,745.46,790.64
-3.62,11.64,3.69,-0.81,-2.55,0.52,455.89,518.72
-1.45,7.03,4.72,-0.97,-2.96,-0.22,782.29,1132.64
