ax,ay,az,gx,gy,gz,mav,rms
2.31,-1.87,9.15,0.22,0.47,-0.03,412.4,604.71
1.26,-1.0,9.09,0.39,0.48,0.28,337.09,493.16
1.61,-0.58,9.03,0.39,0.52,0.46,338.96,479.17
0.94,0.23,8.6,0.49,0.65,0.42,410.3,568.98
-0.16,0.39,9.03,0.41,0.75,0.7,711.56,995.23
-0.41,0.42,9.01,0.38,0.85,0.84,1537.53,1913.16
-1.72,0.85,8.78,0.36,1.06,0.7,1479.2,1728.04
-2.82,1.8,8.51,0.31,1.24,0.81,1877.47,1921.19
-2.88,2.29,8.86,0.15,0.77,0.77,1290.75,1336.58
-3.25,2.09,8.48,0.26,0.81,0.66,1025.73,1132.48
-4.37,1.86,7.75,-0.53,0.26,0.9,766.51,892.84
-1.82,1.87,9.06,-1.06,-1.14,1.26,587.06,793.03
-0.04,2.02,10.37,-0.75,-1.64,0.92,639.97,921.06
1.8,2.1,10.69,0.41,-1.36,0.16,677.52,1015.67
-0.45,2.89,9.8,1.65,0.16,-0.14,532.97,799.71
1.09,4.2,7.27,2.41,0.88,0.11,454.1,686.13
3.16,5.17,6.37,2.43,1.04,0.2,425.05,682.07
-0.18,8.2,2.76,1.87,0.5,0.28,1195.26,1641.13
0.07,10.12,2.11,1.7,-0.41,0.47,2199.46,2261.19
0.71,10.58,1.81,1.93,-0.57,0.62,1580.42,1629.78
-0.06,9.5,0.81,1.8,-0.21,1.08,800.91,904.67
1.83,9.38,-2.96,1.15,-0.21,1.64,681.2,809.99
1.9,7.84,-3.15,0.24,-0.39,2.04,508.78,587.58
3.18,5.91,-2.98,-0.28,0.63,1.91,514.16,625.52
4.41,4.38,-2.91,0.01,0.35,1.89,488.83,537.53
6.56,3.84,-2.61,0.15,0.85,1.97,1145.81,1587.97
8.99,2.76,-2.96,0.19,0.9,2.08,707.87,787.75
8.99,2.76,-2.96,0.19,0.9,2.08,405.66,475.15
12.49,-0.19,-0.62,-0.3,0.66,0.29,338.03,411.85
10.03,0.65,-0.29,-0.04,0.07,-0.22,284.27,337.17
10.17,1.35,-0.98,0.02,0.1,-0.03,249.27,285.55
