ax,ay,az,gx,gy,gz,mav,rms
9.11,2.09,3.43,-0.07,-0.05,0.1,658.41,876.58
9.46,2.5,3.82,-0.09,-0.25,0.16,542.84,717.18
9.64,2.31,3.07,-0.31,-0.53,0.2,464.23,593.2
10.01,1.56,2.29,-0.37,-0.5,0.16,489.52,662.46
9.74,0.92,2.61,0.27,-0.15,-0.21,468.16,590.37
8.49,1.64,0.28,0.53,-0.11,-0.08,954.05,1269.68
8.69,1.75,-0.22,0.27,-0.26,0.4,589.41,712.73
10.11,0.66,0.93,0.2,-0.03,0.54,510.28,577.08
10.15,0.4,0.48,0.2,-0.09,0.38,419.66,477.43
9.86,0.33,0.28,0.0,-0.29,0.45,409.54,479.58
11.22,-0.21,0.66,-0.07,-0.33,0.36,454.3,703.91
14.39,0.09,-0.46,-0.1,-0.46,-0.76,641.32,895.78
14.72,0.53,-1.21,-0.53,-0.08,-2.2,828.44,1187.18
11.77,2.15,-1.29,-0.67,-0.09,-3.63,1380.21,1728.15
-0.78,8.17,1.7,-0.55,-0.15,-1.76,1036.2,1273.01
-2.54,8.21,3.7,-0.16,0.27,-0.15,1004.69,1218.36
-0.85,9.69,1.75,0.53,0.49,1.04,766.93,965.94
-2.71,6.26,1.14,1.14,0.9,3.07,786.54,1011.04
3.93,6.09,-1.39,0.97,0.35,4.11,982.27,1255.11
9.38,3.9,-2.31,0.44,0.2,3.85,1218.08,1466.26
13.58,0.59,-1.36,0.23,0.59,2.85,876.56,1022.28
12.94,-0.38,-0.29,-0.04,0.63,1.47,709.75,832.79
12.38,-0.81,0.15,0.11,0.25,0.63,1222.78,1525.56
12.9,-0.62,-1.89,-0.02,-0.12,0.04,649.59,752.65
9.6,-0.59,0.4,-0.14,0.19,-0.01,600.22,688.71
10.42,-0.56,-0.61,-0.05,0.01,-0.06,467.37,538.9
10.31,-0.42,-0.4,-0.14,0.14,0.03,1022.67,1339.6
10.55,-0.4,-0.2,-0.07,-0.05,-0.01,912.64,1164.59
10.47,-0.25,-0.11,-0.1,-0.2,-0.19,798.95,1049.14
15.31,0.13,-1.35,-0.4,-0.15,-1.59,723.79,893.85
11.43,1.17,-0.9,-0.7,-0.15,-2.84,808.67,1034.69
10.41,3.22,-2.13,-0.88,-0.36,-3.46,1272.43,1612.44
4.2,3.75,0.13,-1.08,-0.03,-3.49,1353.11,1572.78
-0.22,4.98,2.32,-1.28,-0.18,-3.52,1223.18,1428.44
-1.31,9.77,2.83,0.22,0.56,0.41,1027.39,1214.3
-2.78,7.15,2.23,0.91,0.81,2.41,1146.65,1306.54
1.41,7.1,0.4,1.27,0.53,3.64,862.3,1112.76
7.1,6.49,-1.13,0.91,0.63,3.46,1399.21,1591.61
10.26,4.39,-1.58,0.49,0.55,2.71,1373.54,1548.11
11.26,2.47,-0.73,0.07,0.42,1.96,1410.52,1568.46
9.74,1.92,0.48,0.23,0.52,1.27,1393.31,1497.93
9.51,1.33,-0.23,0.09,0.02,1.33,1169.11,1347.52
15.87,-0.46,-0.57,0.07,0.0,0.43,928.43,1080.3
8.8,0.74,-0.1,-0.15,0.17,0.05,789.65,892.55
10.52,-0.21,0.2,-0.05,0.14,0.04,641.25,741.52
9.64,0.3,0.11,-0.09,0.07,0.02,572.4,659.6
10.53,-0.03,0.06,-0.09,0.01,-0.01,470.49,548.87
10.31,0.43,0.05,-0.1,-0.07,-0.09,469.86,548.34
10.53,0.32,0.32,-0.1,-0.09,-0.18,505.97,722.53
13.68,0.47,-0.45,-0.1,-0.01,-1.12,568.02,781.16
11.6,2.2,-1.03,-0.36,0.2,-1.91,931.45,1215.68
12.06,3.16,-1.46,-0.56,-0.07,-2.58,1047.36,1355.97
