ax,ay,az,gx,gy,gz,mav,rms
,2.0,1.42,-0.07,0.05,0.02,443.06,558.59
9.6,2.09,1.42,-0.07,0.06,0.02,316.98,423.18
9.75,2.14,1.48,-0.08,0.04,0.03,317.0,444.79
9.63,2.01,1.57,-0.08,0.05,0.02,303.4,385.73
9.71,2.22,1.69,-0.05,0.01,0.01,309.03,406.23
9.82,2.76,2.25,-0.01,-0.08,0.1,346.84,429.52
9.27,2.25,1.56,0.04,-0.18,0.19,366.08,449.19
9.48,1.8,1.45,0.15,-0.2,0.14,368.57,450.46
9.9,1.96,0.48,0.29,-0.23,0.06,392.67,472.94
10.06,1.88,0.22,0.2,-0.03,0.02,355.74,418.18
10.15,1.9,-0.15,0.13,-0.16,0.15,377.35,475.0
10.31,1.85,-0.18,0.01,0.02,0.11,373.11,456.81
10.19,1.81,-0.36,-0.19,0.2,0.16,356.49,431.11
10.55,1.46,-0.01,-0.35,0.11,0.09,516.2,653.31
12.11,0.87,0.83,-0.18,-0.11,-0.69,564.73,730.15
12.96,2.11,-1.66,-0.45,-0.08,-1.82,861.8,1178.91
8.13,3.74,-1.57,-0.99,-0.45,-2.52,679.12,913.81
6.02,4.43,1.13,-1.43,-0.65,-2.88,948.67,1193.62
3.53,5.94,2.15,-1.3,-0.34,-2.53,1282.55,1592.74
-2.1,7.82,3.89,-0.2,0.03,-0.55,1067.56,1289.22
-2.64,8.5,4.88,0.13,-0.28,0.42,930.72,1172.9
-1.1,7.07,4.3,0.82,0.17,1.52,905.23,1108.46
0.2,8.14,3.06,1.1,0.48,2.44,1112.75,1349.69
4.55,7.52,1.23,0.9,0.73,2.47,1288.83,1494.08
6.83,6.79,0.48,0.65,0.32,2.19,1237.1,1423.41
8.99,5.78,0.04,0.42,0.49,1.71,1114.18,1282.6
10.49,5.21,0.76,0.37,0.11,1.17,928.11,1088.68
9.93,4.57,0.69,0.63,-0.18,0.51,707.64,841.11
7.01,3.81,0.38,0.49,-0.01,0.84,696.63,788.12
9.63,3.37,-0.61,0.34,-0.07,1.27,674.83,847.02
11.19,1.73,-0.31,0.17,0.03,1.14,609.87,780.27
10.98,0.96,0.25,0.02,0.23,0.65,620.11,713.23
