ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
2.31,-1.87,9.15,0.22,0.47,-0.03,412.40,604.71,0,0,1
1.26,-1.00,9.09,0.39,0.48,0.28,337.09,493.16,0,0,1
1.61,-0.58,9.03,0.39,0.52,0.46,338.96,479.17,0,0,1
0.94,0.23,8.60,0.49,0.65,0.42,410.30,568.98,0,0,1
-0.16,0.39,9.03,0.41,0.75,0.70,711.56,995.23,0,0,1
-0.41,0.42,9.01,0.38,0.85,0.84,1537.53,1913.16,1,0,1
-1.72,0.85,8.78,0.36,1.06,0.70,1479.20,1728.04,1,0,1
-2.82,1.80,8.51,0.31,1.24,0.81,1877.47,1921.19,1,0,1
-2.88,2.29,8.86,0.15,0.77,0.77,1290.75,1336.58,1,0,1
-3.25,2.09,8.48,0.26,0.81,0.66,1025.73,1132.48,0,1,1
-4.37,1.86,7.75,-0.53,0.26,0.90,766.51,892.84,0,1,1
-1.82,1.87,9.06,-1.06,-1.14,1.26,587.06,793.03,0,1,1
-0.04,2.02,10.37,-0.75,-1.64,0.92,639.97,921.06,0,1,1
1.80,2.10,10.69,0.41,-1.36,0.16,677.52,1015.67,0,1,1
-0.45,2.89,9.80,1.65,0.16,-0.14,532.97,799.71,0,1,1
1.09,4.20,7.27,2.41,0.88,0.11,454.10,686.13,0,1,1
3.16,5.17,6.37,2.43,1.04,0.20,425.05,682.07,0,1,1
-0.18,8.20,2.76,1.87,0.50,0.28,1195.26,1641.13,1,1,1
0.07,10.12,2.11,1.70,-0.41,0.47,2199.46,2261.19,1,1,1
0.71,10.58,1.81,1.93,-0.57,0.62,1580.42,1629.78,1,1,1
-0.06,9.50,0.81,1.80,-0.21,1.08,800.91,904.67,0,2,1
1.83,9.38,-2.96,1.15,-0.21,1.64,681.20,809.99,0,2,1
1.90,7.84,-3.15,0.24,-0.39,2.04,508.78,587.58,0,2,1
3.18,5.91,-2.98,-0.28,0.63,1.91,514.16,625.52,0,2,1
4.41,4.38,-2.91,0.01,0.35,1.89,488.83,537.53,0,2,1
6.56,3.84,-2.61,0.15,0.85,1.97,1145.81,1587.97,1,2,1
8.99,2.76,-2.96,0.19,0.90,2.08,707.87,787.75,0,3,1
8.99,2.76,-2.96,0.19,0.90,2.08,405.66,475.15,0,3,1
12.49,-0.19,-0.62,-0.30,0.66,0.29,338.03,411.85,0,3,1
10.03,0.65,-0.29,-0.04,0.07,-0.22,284.27,337.17,0,3,1
10.17,1.35,-0.98,0.02,0.10,-0.03,249.27,285.55,0,3,1
10.21,1.12,-0.85,-0.13,0.10,0.02,791.07,1143.46,0,3,1
10.11,0.98,-0.61,-0.18,-0.04,-0.01,1133.12,1494.49,1,3,1
10.93,1.19,-0.68,-0.25,-0.14,-0.09,532.19,642.33,0,4,1
12.72,1.09,-0.62,-0.35,-0.08,-0.91,803.80,1138.62,0,4,1
13.18,2.09,-2.16,-0.78,-0.19,-1.98,1179.74,1552.29,1,4,1
9.71,3.47,-1.82,-1.41,-0.62,-2.59,1769.71,1964.86,1,4,1
6.31,5.26,-0.93,-1.77,-1.01,-2.79,1270.95,1428.93,1,4,1
3.41,6.16,-0.05,-1.82,-1.04,-2.67,1170.56,1367.88,0,5,1
