ax,ay,az,gx,gy,gz,mav,rms
8.79,2.8,3.46,-0.06,0.03,0.02,0.0,0.0
8.77,2.84,3.46,-0.07,0.04,0.02,0.0,0.0
8.73,2.85,3.45,-0.06,0.05,0.01,0.0,0.0
8.75,2.81,3.47,-0.05,0.04,-0.01,0.0,0.0
8.61,2.96,3.54,-0.06,0.05,0.01,0.0,0.0
8.75,2.96,3.57,-0.06,0.03,0.01,0.0,0.0
8.56,3.08,3.71,-0.02,0.01,0.02,0.0,0.0
8.64,3.42,3.92,-0.01,-0.04,0.05,0.0,0.0
8.51,3.24,3.78,0.02,-0.15,0.16,0.0,311.14
8.53,3.16,3.38,0.18,-0.25,0.22,0.0,341.07
9.24,2.97,2.5,0.34,-0.3,0.29,309.33,371.8
9.46,2.41,1.75,0.34,-0.19,0.38,310.51,363.53
9.71,2.31,1.5,0.39,-0.16,0.37,320.14,384.04
9.77,2.26,1.5,0.19,-0.03,0.38,0.0,318.31
9.81,1.64,1.52,-0.05,-0.05,0.35,0.0,315.29
9.7,1.42,1.58,-0.25,-0.02,0.27,0.0,344.24
9.61,0.82,1.83,-0.19,-0.07,0.16,0.0,339.15
9.96,0.83,1.46,-0.29,0.01,0.1,0.0,360.51
9.96,1.04,1.07,-0.29,-0.05,0.08,0.0,340.07
10.52,0.88,1.5,-0.23,-0.1,0.08,320.83,393.17
10.97,0.8,1.56,-0.33,0.11,-0.17,440.87,626.07
12.78,1.12,1.68,-0.13,-0.37,-0.96,761.16,1136.01
13.49,2.1,-0.89,-0.6,-0.31,-2.76,671.99,886.66
9.24,3.27,-0.72,-1.39,-0.68,-3.49,962.84,1283.03
5.76,4.83,1.51,-1.12,-1.09,-3.29,1049.58,1370.24
0.54,3.68,2.63,-1.43,-0.4,-3.34,1163.27,1392.79
0.33,5.63,3.16,-1.79,-0.39,-3.2,1206.47,1442.78
-1.93,7.63,4.22,0.72,1.05,1.07,963.85,1052.75
-2.98,6.52,2.38,1.06,1.17,2.71,773.81,823.79
1.73,7.96,1.32,1.11,0.64,3.48,545.75,650.29
6.07,8.34,0.4,0.66,0.74,3.32,382.18,445.41
9.55,5.96,-0.47,0.46,1.05,2.91,375.81,536.66
12.4,3.3,0.51,-0.04,0.2,2.11,497.32,649.77
10.19,2.78,0.17,-0.1,0.29,1.23,479.73,613.9
9.66,1.67,1.32,-0.29,0.17,1.01,415.15,518.39
9.55,0.97,1.37,-0.07,0.15,0.94,405.59,497.74
12.12,0.28,1.27,-0.16,0.59,0.27,426.27,495.39
9.27,0.83,1.54,-0.06,0.22,0.01,315.91,389.76
9.66,0.75,1.82,-0.06,0.04,0.0,338.61,398.04
10.12,0.81,1.43,-0.08,0.1,-0.04,439.75,542.73
9.75,0.85,2.18,-0.14,-0.02,-0.12,488.6,624.78
9.85,1.16,0.61,-0.16,-0.11,0.25,301.57,358.06
10.25,-0.0,1.68,-0.28,0.19,0.17,329.33,373.55
10.13,0.21,1.38,-0.01,0.0,0.04,313.13,380.39
9.91,0.28,1.56,-0.09,-0.0,0.05,346.13,454.69
10.0,0.3,1.51,-0.06,0.02,0.02,593.96,835.22
10.64,0.36,1.75,-0.1,-0.09,0.03,651.46,950.39
12.97,0.45,1.92,0.16,-0.54,-1.02,760.87,1054.33
12.88,2.04,-1.91,-0.11,-0.79,-1.96,942.02,1250.79
