ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
9.11,2.09,3.43,-0.07,-0.05,0.10,658.41,876.58,0,0,1
9.46,2.50,3.82,-0.09,-0.25,0.16,542.84,717.18,0,0,1
9.64,2.31,3.07,-0.31,-0.53,0.20,464.23,593.20,0,0,1
10.01,1.56,2.29,-0.37,-0.50,0.16,489.52,662.46,0,0,1
9.74,0.92,2.61,0.27,-0.15,-0.21,468.16,590.37,0,0,1
8.49,1.64,0.28,0.53,-0.11,-0.08,954.05,1269.68,0,0,1
8.69,1.75,-0.22,0.27,-0.26,0.40,589.41,712.73,0,0,1
10.11,0.66,0.93,0.20,-0.03,0.54,510.28,577.08,0,0,1
10.15,0.40,0.48,0.20,-0.09,0.38,419.66,477.43,0,0,1
9.86,0.33,0.28,0.00,-0.29,0.45,409.54,479.58,0,0,1
11.22,-0.21,0.66,-0.07,-0.33,0.36,454.30,703.91,0,0,1
14.39,0.09,-0.46,-0.10,-0.46,-0.76,641.32,895.78,0,0,1
14.72,0.53,-1.21,-0.53,-0.08,-2.20,828.44,1187.18,0,0,1
11.77,2.15,-1.29,-0.67,-0.09,-3.63,1380.21,1728.15,1,0,1
-0.78,8.17,1.70,-0.55,-0.15,-1.76,1036.20,1273.01,0,1,1
-2.54,8.21,3.70,-0.16,0.27,-0.15,1004.69,1218.36,0,1,1
-0.85,9.69,1.75,0.53,0.49,1.04,766.93,965.94,0,1,1
-2.71,6.26,1.14,1.14,0.90,3.07,786.54,1011.04,0,1,1
3.93,6.09,-1.39,0.97,0.35,4.11,982.27,1255.11,0,1,1
9.38,3.90,-2.31,0.44,0.20,3.85,1218.08,1466.26,1,1,1
13.58,0.59,-1.36,0.23,0.59,2.85,876.56,1022.28,0,2,1
12.94,-0.38,-0.29,-0.04,0.63,1.47,709.75,832.79,0,2,1
12.38,-0.81,0.15,0.11,0.25,0.63,1222.78,1525.56,1,2,1
12.90,-0.62,-1.89,-0.02,-0.12,0.04,649.59,752.65,0,3,1
9.60,-0.59,0.40,-0.14,0.19,-0.01,600.22,688.71,0,3,1
10.42,-0.56,-0.61,-0.05,0.01,-0.06,467.37,538.90,0,3,1
10.31,-0.42,-0.40,-0.14,0.14,0.03,1022.67,1339.60,0,3,1
10.55,-0.40,-0.20,-0.07,-0.05,-0.01,912.64,1164.59,0,3,1
10.47,-0.25,-0.11,-0.10,-0.20,-0.19,798.95,1049.14,0,3,1
15.31,0.13,-1.35,-0.40,-0.15,-1.59,723.79,893.85,0,3,1
11.43,1.17,-0.90,-0.70,-0.15,-2.84,808.67,1034.69,0,3,1
10.41,3.22,-2.13,-0.88,-0.36,-3.46,1272.43,1612.44,1,3,1
4.20,3.75,0.13,-1.08,-0.03,-3.49,1353.11,1572.78,1,3,1
-0.22,4.98,2.32,-1.28,-0.18,-3.52,1223.18,1428.44,1,3,1
-1.31,9.77,2.83,0.22,0.56,0.41,1027.39,1214.30,0,4,1
-2.78,7.15,2.23,0.91,0.81,2.41,1146.65,1306.54,0,4,1
1.41,7.10,0.40,1.27,0.53,3.64,862.30,1112.76,0,4,1
7.10,6.49,-1.13,0.91,0.63,3.46,1399.21,1591.61,1,4,1
10.26,4.39,-1.58,0.49,0.55,2.71,1373.54,1548.11,1,4,1
11.26,2.47,-0.73,0.07,0.42,1.96,1410.52,1568.46,1,4,1
9.74,1.92,0.48,0.23,0.52,1.27,1393.31,1497.93,1,4,1
9.51,1.33,-0.23,0.09,0.02,1.33,1169.11,1347.52,0,5,1
15.87,-0.46,-0.57,0.07,0.00,0.43,928.43,1080.30,0,5,1
8.80,0.74,-0.10,-0.15,0.17,0.05,789.65,892.55,0,5,1
10.52,-0.21,0.20,-0.05,0.14,0.04,641.25,741.52,0,5,1
9.64,0.30,0.11,-0.09,0.07,0.02,572.40,659.60,0,5,1
10.53,-0.03,0.06,-0.09,0.01,-0.01,470.49,548.87,0,5,1
10.31,0.43,0.05,-0.10,-0.07,-0.09,469.86,548.34,0,5,1
10.53,0.32,0.32,-0.10,-0.09,-0.18,505.97,722.53,0,5,1
13.68,0.47,-0.45,-0.10,-0.01,-1.12,568.02,781.16,0,5,1
11.60,2.20,-1.03,-0.36,0.20,-1.91,931.45,1215.68,0,5,1
12.06,3.16,-1.46,-0.56,-0.07,-2.58,1047.36,1355.97,0,5,1
8.85,5.26,-0.69,-0.72,-0.34,-3.45,1080.59,1335.11,0,5,1
2.25,3.81,-0.50,-0.94,-0.40,-3.67,1113.17,1402.76,1,5,1
-2.07,8.98,3.44,-0.02,-0.03,0.22,899.83,1082.48,0,6,1
-2.52,8.00,2.57,0.73,0.59,1.66,939.44,1159.77,0,6,1
-1.71,5.97,1.87,1.24,0.74,3.44,888.85,1108.15,0,6,1
4.95,7.63,-1.31,1.06,0.40,3.46,1236.95,1484.68,1,6,1
8.68,3.33,-2.09,0.35,0.45,3.26,1452.10,1672.58,1,6,1
11.69,0.78,-1.29,0.24,0.50,2.74,913.67,1086.53,0,7,1
11.76,0.53,-0.71,0.16,0.64,1.48,986.79,1070.70,0,7,1
10.53,-0.45,0.09,0.16,0.23,1.34,693.86,781.47,0,7,1
14.22,-1.50,-0.95,0.17,0.35,0.32,488.29,577.16,0,7,1
10.34,-0.63,-0.38,-0.17,-0.05,0.01,448.19,516.28,0,7,1
10.06,-1.01,-0.05,-0.11,0.07,-0.06,382.31,447.64,0,7,1
10.17,-0.88,-0.29,-0.07,0.11,-0.02,333.03,377.65,0,7,1
10.19,-0.82,-0.24,-0.11,0.06,-0.02,330.57,427.43,0,7,1
10.35,-0.79,-0.16,-0.05,0.02,0.01,0.00,313.79,0,7,1
10.24,-0.94,-0.17,-0.05,0.04,0.00,335.92,423.77,0,7,1
10.12,-0.71,-0.48,-0.08,0.03,-0.04,303.09,366.60,0,7,1
12.92,-0.85,-0.64,-0.15,-0.37,-0.64,670.77,1000.72,0,7,1
12.33,0.06,-0.89,-0.38,0.25,-1.71,953.85,1322.38,0,7,1
13.66,1.29,-1.97,-0.68,-0.18,-2.63,1124.01,1441.58,1,7,1
8.71,2.98,-0.39,-0.92,-0.26,-3.47,1542.98,1792.71,1,7,1
-3.20,7.68,1.32,-0.79,-0.05,-2.85,1138.94,1341.32,0,8,1
-6.03,8.68,3.42,-0.24,-0.51,0.07,1221.94,1419.19,1,8,1
-2.52,8.63,2.74,-0.19,0.05,0.20,987.55,1164.77,0,9,1
-2.86,7.52,3.29,0.12,0.34,0.83,1083.81,1302.07,0,9,1
-0.80,7.18,2.01,0.66,0.63,2.59,1007.28,1235.13,0,9,1
1.97,6.22,1.55,0.93,0.95,3.70,986.92,1187.92,0,9,1
7.60,6.10,-0.53,0.77,0.03,4.14,1325.07,1577.44,1,9,1
12.35,1.22,-1.34,0.34,-0.26,3.67,1320.81,1535.49,1,9,1
14.82,-0.66,-1.47,-0.01,0.04,2.32,1087.22,1282.15,0,10,1
15.42,-0.76,-0.13,0.05,-0.32,0.76,1193.94,1261.21,0,10,1
9.39,0.32,-0.20,0.10,-0.05,-0.15,748.23,840.80,0,10,1
10.11,-0.40,0.03,-0.12,0.05,0.08,1094.54,1386.62,0,10,1
9.50,-0.31,0.09,-0.11,0.04,-0.01,1229.24,1563.53,1,10,1
9.89,-0.39,0.05,-0.11,0.05,-0.07,1584.00,1810.40,1,10,1
10.30,-0.24,-0.02,-0.09,0.07,-0.00,1657.35,1736.27,1,10,1
10.15,-0.21,-0.21,-0.08,0.00,-0.03,1452.45,1510.75,1,10,1
10.65,-0.15,-0.04,-0.12,-0.07,-0.10,1334.58,1452.92,1,10,1
10.80,0.23,-0.23,-0.27,0.19,-0.25,1652.61,1778.08,1,10,1
11.68,0.25,0.28,-0.14,-0.32,-0.58,1409.61,1523.97,1,10,1
13.51,0.97,-1.27,-0.34,0.37,-1.59,1316.47,1463.40,1,10,1
2.24,5.60,-0.72,-0.82,-0.97,-3.83,1232.65,1410.21,1,10,1
0.28,6.88,0.43,-0.92,-0.75,-3.21,1284.98,1445.98,1,10,1
-3.10,8.17,2.98,-0.49,-0.33,-1.08,1157.78,1345.17,0,11,1
-1.78,9.92,2.39,-0.17,0.02,-0.17,1084.57,1263.16,0,11,1
-3.34,8.87,2.67,-0.05,0.25,0.30,850.96,1009.10,0,11,1
-3.43,7.30,3.13,0.55,0.46,2.22,878.77,1050.43,0,11,1
-0.18,6.31,2.03,1.01,0.59,3.59,923.09,1182.53,0,11,1
5.95,4.95,-0.24,0.60,0.04,3.68,1284.93,1537.75,1,11,1
9.58,3.87,-0.48,0.34,0.28,3.08,1193.52,1449.84,1,11,1
10.42,3.21,0.23,-0.06,0.56,2.11,871.72,1015.25,0,12,1
12.45,2.02,1.09,-0.21,0.33,1.32,961.91,1066.38,0,12,1
12.36,1.07,1.99,0.05,0.08,0.32,691.91,757.37,0,12,1
10.03,1.26,0.75,0.06,-0.24,-0.02,883.76,1192.75,0,12,1
10.03,1.22,0.91,-0.11,-0.05,-0.07,527.92,604.85,0,12,1
9.69,1.42,0.95,-0.11,-0.06,-0.04,405.49,465.73,0,12,1
