ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
-0.33,0.51,8.00,0.32,1.67,1.56,1868.00,2289.12,1,0,1
-1.20,-0.92,9.63,-0.68,1.19,1.77,1486.63,1816.55,1,0,1
1.25,-1.77,8.21,-1.02,0.87,1.01,1280.60,1508.19,1,0,1
0.13,-1.60,7.54,-0.75,0.47,-0.04,1252.38,1433.54,1,0,1
-1.55,-2.97,8.41,-1.10,-0.58,-0.40,1005.77,1115.25,0,1,1
-1.58,-3.94,8.31,-0.72,-0.76,0.06,774.04,846.96,0,1,1
-2.20,-7.14,10.00,-1.17,0.18,-0.76,599.05,670.69,0,1,1
3.50,-5.45,8.65,0.34,0.76,-0.73,572.77,652.96,0,1,1
-0.42,-4.51,8.10,0.59,1.21,-0.74,795.14,1041.49,0,1,1
-3.22,-4.02,6.75,1.52,3.17,-0.48,920.46,1139.60,0,1,1
-6.48,-0.89,6.29,2.51,3.20,0.64,1008.30,1204.53,0,1,1
-10.36,1.74,5.07,2.82,2.37,1.79,780.94,889.34,0,1,1
-9.35,3.81,1.85,3.05,0.73,2.56,616.31,697.44,0,1,1
-7.64,5.43,0.34,2.50,-0.53,2.21,590.09,664.52,0,1,1
-5.64,7.79,-1.45,2.24,-0.31,2.37,612.05,713.11,0,1,1
-3.25,7.92,-3.15,1.80,0.05,2.50,635.25,721.04,0,1,1
-1.09,7.52,-4.61,1.44,0.20,2.40,708.80,814.77,0,1,1
1.05,7.43,-4.86,1.27,-0.01,2.36,699.84,856.42,0,1,1
3.27,5.73,-6.28,1.34,0.86,2.17,585.28,674.58,0,1,1
5.35,3.81,-5.89,0.52,1.37,2.24,1797.20,2106.29,1,1,1
7.05,2.73,-6.36,-0.13,1.58,2.09,1391.57,1617.00,1,1,1
8.45,1.13,-4.37,-0.28,1.37,1.93,1051.18,1169.74,0,2,1
9.04,-0.07,-3.72,-0.11,0.77,1.70,802.10,915.29,0,2,1
9.98,-2.23,-2.93,-0.24,0.12,1.51,761.80,914.48,0,2,1
9.80,-3.17,-3.57,-0.13,0.16,1.14,827.57,1023.14,0,2,1
9.43,-3.55,-3.64,0.04,0.55,0.75,609.73,687.70,0,2,1
9.66,-4.04,-3.23,-0.11,0.62,0.49,676.40,768.83,0,2,1
9.60,-4.00,-2.50,-0.13,0.45,0.15,539.35,625.94,0,2,1
9.80,-3.80,-2.36,-0.18,0.30,-0.09,689.99,926.02,0,2,1
