ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
10.14,-0.83,-0.51,-0.05,0.02,0.06,357.22,506.17,0,0,4
10.13,-0.87,-0.68,-0.08,0.06,-0.0,315.83,477.78,0,0,4
10.43,-0.73,-0.86,-0.16,0.07,-0.04,582.69,839.87,0,0,4
10.47,1.45,-1.74,-0.44,0.01,-1.44,1309.76,1671.71,1,0,4
-0.28,10.87,2.4,-0.02,0.3,0.11,1369.65,1667.44,1,0,4
6.04,7.84,-0.96,0.78,0.55,1.65,830.69,984.24,0,1,4
10.05,2.81,-0.83,-0.08,0.09,0.45,677.51,802.66,0,1,4
9.83,1.84,-0.65,-0.07,0.05,0.06,598.89,731.84,0,1,4
10.04,1.38,-0.91,-0.11,0.0,0.07,524.47,705.29,0,1,4
10.14,1.44,-0.85,-0.06,0.01,0.04,559.6,699.57,0,1,4
10.28,1.35,-0.71,-0.11,0.08,0.22,385.09,457.69,0,1,4
10.0,-1.81,-0.98,-0.04,0.05,0.12,762.34,1090.38,0,1,4
8.59,5.71,-2.77,-1.4,-0.38,-2.92,1634.43,1995.71,1,1,4
1.05,7.82,1.05,1.28,0.53,2.17,949.04,1073.82,0,2,4
10.29,3.6,-2.07,0.11,0.52,1.32,746.2,913.56,0,2,4
10.3,0.27,-0.64,0.09,0.11,0.27,745.07,904.45,0,2,4
10.26,-0.65,-0.65,-0.15,0.05,0.22,507.06,579.21,0,2,4
11.56,-1.02,-0.87,-0.2,0.02,-0.45,733.91,999.34,0,2,4
5.48,4.45,-0.37,-1.64,-0.21,-3.01,1431.86,1770.84,1,2,4
3.37,8.33,1.18,1.06,0.34,2.67,834.53,1022.23,0,3,4
11.82,1.59,-0.68,0.33,0.31,1.15,815.95,1022.65,0,3,4
10.9,-0.45,-0.11,-0.04,0.03,0.42,657.37,822.01,0,3,4
9.69,-0.01,-0.48,-0.08,-0.0,-0.04,642.85,781.02,0,3,4
10.47,2.79,-2.02,-1.15,-0.73,-2.4,1333.81,1723.33,1,3,4
2.11,7.88,2.01,1.31,0.28,2.8,920.09,1119.04,0,4,4
