ax,ay,az,gx,gy,gz,mav,rms
7.19,-7.08,-1.85,-0.05,0.02,0.02,120.76,142.71
7.19,-6.97,-1.88,-0.09,0.05,0.01,126.65,160.84
7.16,-6.96,-1.79,-0.09,0.07,0.07,102.41,134.26
7.09,-7.16,-1.62,-0.07,0.03,0.08,151.14,225.99
7.12,-7.19,-1.72,-0.02,-0.01,0.07,148.27,256.26
7.06,-7.27,-1.83,-0.01,-0.02,0.04,190.42,349.32
7.03,-7.09,-1.86,-0.03,0.02,0.03,129.95,173.01
7.09,-7.28,-2.03,-0.07,0.03,-0.01,132.84,194.96
7.13,-7.21,-1.95,-0.07,0.02,-0.03,157.7,204.25
7.22,-7.12,-1.97,-0.12,0.07,-0.09,223.31,375.72
7.61,-6.9,-1.9,-0.11,0.01,-0.27,256.96,365.66
8.42,-6.87,-2.08,-0.08,-0.08,-0.58,390.13,617.83
8.63,-6.7,-2.11,-0.09,-0.13,-0.86,450.37,597.77
9.04,-5.15,-2.38,-0.23,0.24,-1.07,582.26,799.65
9.68,-4.7,-1.98,-0.23,0.27,-1.16,472.96,605.91
9.11,-3.96,-2.15,-0.06,0.3,-1.27,671.02,907.86
9.5,-2.23,-1.69,-0.2,0.43,-1.26,521.79,634.18
10.25,-1.11,-0.98,-0.41,0.32,-1.2,546.05,650.27
9.81,0.12,-0.56,-0.53,0.14,-1.21,633.06,841.33
9.3,1.13,-0.59,-0.5,0.11,-1.11,534.87,681.75
9.21,2.66,-0.18,-0.27,0.47,-0.85,623.71,788.54
9.45,3.32,0.68,-0.06,0.28,-0.83,531.3,690.84
8.75,4.52,-0.33,0.03,0.44,-0.93,517.05,614.63
7.82,5.52,0.24,-0.02,0.3,-0.93,500.41,572.79
7.69,6.76,0.2,-0.13,-0.21,-0.98,512.99,641.11
7.48,6.55,0.36,-0.15,-0.31,-1.0,476.77,571.02
7.13,7.23,0.43,-0.31,-0.24,-1.04,476.77,571.02
4.79,8.15,0.08,-0.32,0.01,-1.27,606.85,722.93
4.9,7.68,1.54,-0.35,-0.12,-1.09,521.52,627.31
2.94,9.34,0.68,-0.28,-0.27,-0.75,492.85,601.16
2.69,9.15,0.62,-0.21,-0.51,-0.66,512.0,679.79
1.65,9.47,0.82,-0.02,-0.53,-0.98,497.05,647.5
0.89,9.36,1.29,0.05,0.17,-0.49,838.62,1170.35
0.52,9.67,-0.41,-0.08,0.3,-0.2,904.92,1227.25
-0.13,10.13,1.04,0.06,0.01,-0.01,707.03,825.16
0.28,9.54,0.46,0.16,0.29,0.13,603.26,730.69
0.71,9.74,0.55,0.24,0.22,0.17,559.75,643.72
1.24,9.69,0.04,0.24,0.08,0.24,539.69,698.55
2.02,9.74,-0.74,0.19,0.38,0.23,389.08,467.37
1.76,9.54,-1.19,0.11,0.42,0.27,389.08,467.37
2.02,9.62,-0.35,-0.14,0.15,0.52,290.71,364.39
2.58,9.61,-0.82,-0.09,0.04,0.65,288.13,373.8
3.28,9.31,-0.91,-0.08,0.3,0.84,392.28,542.19
3.82,8.57,-0.57,-0.14,0.22,0.91,392.28,542.19
4.59,8.55,-0.44,-0.15,0.1,1.03,385.23,665.87
5.37,7.92,-0.43,-0.2,-0.03,1.12,400.01,591.23
7.58,6.81,-0.59,0.03,0.01,1.07,426.79,585.17
6.71,5.75,-0.73,0.13,0.22,1.37,486.66,734.34
7.4,5.29,-0.57,0.06,0.12,1.67,486.66,734.34
9.11,3.76,-1.0,0.06,-0.51,1.72,575.64,798.84
9.92,1.77,-1.8,0.07,-0.57,1.61,575.64,798.84
10.69,-0.62,-1.72,0.11,0.31,1.27,409.36,480.89
10.36,-1.29,-1.28,0.05,0.18,1.11,409.36,480.89
10.18,-1.61,-1.32,0.13,-0.24,0.9,434.07,531.85
9.9,-2.68,-2.02,0.16,-0.26,1.01,442.67,556.52
9.48,-3.63,-1.89,0.18,-0.27,0.98,524.65,721.79
9.56,-4.6,-2.32,0.25,-0.31,0.78,406.45,510.02
9.05,-4.71,-2.76,0.18,0.15,0.59,361.75,461.75
8.6,-5.24,-2.21,0.13,0.16,0.63,361.75,461.75
8.63,-5.92,-2.19,0.12,0.13,0.62,302.89,361.66
8.52,-6.37,-1.81,-0.03,-0.05,0.42,278.26,337.02
8.61,-6.24,-1.75,0.0,0.13,0.17,300.31,436.22
7.85,-6.25,-1.58,-0.05,0.03,0.06,288.94,445.64
8.12,-6.5,-1.76,-0.13,-0.02,0.03,267.91,332.63
7.87,-6.26,-1.62,-0.08,0.18,-0.01,321.79,467.44
8.1,-6.39,-1.52,-0.12,0.0,-0.07,257.87,329.89
8.41,-6.32,-1.68,-0.04,-0.03,-0.23,473.53,680.66
8.11,-5.94,-1.42,0.01,-0.02,-0.29,385.79,555.94
7.75,-5.72,-1.42,-0.03,0.07,-0.13,357.42,605.79
8.08,-5.57,-1.55,-0.07,0.13,0.11,373.63,557.17
8.25,-5.9,-1.3,-0.03,-0.01,0.19,373.63,557.17
