ax,ay,az,gx,gy,gz,mav,rms
3.44,9.81,0.94,-0.36,-0.08,-0.09,1762.86,1946.91
3.07,9.77,1.75,-0.42,0.71,-0.66,1241.38,1446.13
2.87,10.57,1.57,-0.26,0.67,-0.8,1455.86,1532.05
2.96,10.65,1.97,-0.35,0.21,-0.94,1372.63,1485.91
0.42,11.28,2.05,-0.07,-0.03,-0.37,1296.31,1432.79
0.62,10.68,1.37,-0.11,-0.04,0.28,1503.92,1682.92
0.85,11.36,1.79,0.17,0.09,0.57,1236.58,1387.59
2.88,9.78,1.6,-0.25,-0.53,0.2,1275.69,1485.91
1.46,8.28,2.73,-0.15,-0.58,-0.45,1552.85,1669.31
2.17,8.72,2.29,-0.11,-0.52,-0.74,1276.32,1338.19
1.77,7.69,1.69,-0.17,-0.13,-1.03,780.83,865.1
0.66,6.04,1.35,-0.33,0.14,-1.03,586.16,675.09
-0.48,7.82,1.47,-0.32,-0.27,-0.42,563.88,699.38
-0.02,8.92,1.92,-0.32,0.11,-0.36,630.67,764.47
-1.2,8.2,2.86,-0.17,-0.39,-0.16,501.52,584.11
-1.43,9.05,2.33,-0.13,-0.05,0.01,502.74,563.67
-1.47,8.99,2.56,-0.02,0.32,0.21,638.97,819.05
-0.97,8.41,2.46,0.1,0.13,0.5,910.76,1294.5
-0.18,7.16,2.29,0.27,0.08,0.96,1250.91,1624.49
