mean_ax,std_ax,min_ax,max_ax,mean_ay,std_ay,min_ay,max_ay,mean_az,std_az,min_az,max_az,mean_gx,std_gx,min_gx,max_gx,mean_gy,std_gy,min_gy,max_gy,mean_gz,std_gz,min_gz,max_gz,mean_mav,std_mav,min_mav,max_mav,mean_rms,std_rms,min_rms,max_rms,label
0.7138924835255774,0.13832970131713684,0.8051771117166213,0.02902344639198724,0.7967061034356107,0.44071672969700937,0.4940962761126249,0.5413223140495863,0.45262935536818083,6.191714037785175e-08,0.6974697469746974,0.20270270270270274,0.622048427707096,0.026005050577954505,0.9337748344370862,0.0,0.7704266065245704,0.12165444539725513,0.8773006134969326,0.08450704225352114,0.8995755542133026,0.11959603481264315,0.8414634146341463,0.24519230769230763,1190.5585714285714,112.28228215872922,975.4,1454.05,1410.400714285715,116.1192160359526,1152.14,1655.36,1
0.7811037153546431,0.10780244548326595,0.8549046321525886,0.02788527202367402,0.6204454342567429,0.5684569539529599,0.35876475930971846,0.4132231404958678,0.44119026844341713,0.03215101155197695,0.6765676567656765,0.22550675675675674,0.6298775319323063,4.421502704156074e-07,1.0,0.026548672566371685,0.8938221589090366,0.0011179176336615698,1.0,0.04929577464788732,0.9999997902365828,0.11979768914929992,0.8699186991869917,0.24519230769230763,1120.32,126.0078992127081,859.8,1305.51,1344.0319230769232,130.2906768427958,1001.82,1556.59,1
0.7622722199927046,0.08703606169853224,0.8753405994550408,0.02868199408149328,0.8670351511078801,0.2961213001821308,0.49954586739327883,0.458677685950413,0.4846609978029138,0.024386833647951803,0.6930693069306929,0.24662162162162163,0.567877353017505,0.07069007554336809,0.9271523178807948,0.13274336283185842,0.6948639535342627,0.2058296107073133,0.9141104294478528,0.20422535211267606,3.7185333074324695e-07,0.49303953275889434,0.5853658536585364,0.23557692307692313,1076.8806060606062,122.9873649745014,774.67,1322.55,1292.6560606060607,120.00051919000693,973.65,1510.89,1
0.8102154898835612,0.10916590913020195,0.784741144414169,0.030389255633963122,0.37939426071939664,0.7054621575761731,0.23614895549500456,0.5330578512396691,0.5012655266202479,0.043851683737363006,0.6534653465346534,0.2829391891891892,0.6031782790617154,0.044540256102373464,0.9403973509933776,0.11504424778761063,0.5028659533344894,0.17279852170378476,0.8098159509202454,0.0915492957746479,0.11846902911316969,0.44655866929430255,0.6138211382113821,0.40865384615384615,952.4061538461538,263.4336871810053,340.66,1351.22,1164.494423076923,282.5929133924993,366.61,1536.26,1
0.7278758905678188,0.1180012657997656,0.8051771117166213,0.026178010471204178,0.616582983532291,0.6542094271619555,0.2779291553133515,0.5371900826446276,0.5290826021069632,0.03483008659463477,0.748074807480748,0.30236486486486486,0.46546634320287605,0.10982840393491083,0.880794701986755,0.07964601769911504,0.548070264604047,0.19115422192953754,0.8773006134969326,0.1408450704225352,0.8817747975523733,0.018101675038300343,1.0,0.15865384615384612,830.5461111111113,188.4103234550709,404.93,1179.97,1045.2911111111111,237.4304484719416,506.63,1508.46,1
0.8008475503953668,0.09799347364860658,0.782016348773842,0.03277942180742088,0.387378172847741,0.7131456276952128,0.23069936421435064,0.6033057851239666,0.5419823679109489,0.03834930866589637,0.7139713971397139,0.2846283783783784,0.438948409536839,0.031208857975368362,0.9072847682119206,0.017699115044247794,0.37950981185784316,0.26212487523259864,0.6257668711656442,0.2183098591549296,0.14516311560263914,0.30891191247870975,0.6260162601626016,0.125,747.7204838709678,316.2303615333286,142.25,1263.54,932.8980645161292,377.8960042120996,163.03,1495.54,1
0.8029153080902333,0.08834130547153705,0.7949591280653951,0.02845435920783064,0.47854674808210484,0.6744849946514362,0.25885558583106266,0.5702479338842972,0.5131428890791072,0.0387395275695012,0.6886688668866886,0.3082770270270271,0.505427396019057,0.11867625247543119,0.8741721854304636,0.22123893805309736,0.6135859724913441,0.09018816180218406,0.9141104294478528,0.1267605633802817,0.10237624194364266,0.23588789612310687,0.7398373983739837,0.15865384615384612,811.878125,287.7964579564898,321.97,1420.77,1009.43796875,316.7467293484676,382.64,1549.61,1
0.9685063292952436,0.47923901863033797,0.7309264305177112,0.601638971090371,0.437143208155112,0.665371122090335,0.2606721162579474,0.6735537190082641,0.5438883690389159,0.02944273193198697,0.7348734873487348,0.3108108108108108,0.5002343006761252,0.05318878789970656,0.9072847682119206,0.03539823008849559,0.41332437076741596,0.23643669320683644,0.7791411042944786,0.16901408450704225,0.12625057523811,0.29139995315445416,0.7154471544715446,0.2692307692307692,906.2293548387096,275.41976087700056,391.33,1456.28,1119.6025806451614,282.8668370535975,495.82,1589.08,1
0.7530894085162997,0.11351617443460707,0.7036784741144414,0.025722740723878895,0.5300461477023294,0.6785746976017835,0.24069028156221617,0.6611570247933883,0.5061791778151422,0.03061297534940275,0.6996699669966996,0.26773648648648646,0.25799508123478565,0.09946927169270399,0.8609271523178808,0.044247787610619475,0.6705931468867838,0.23790032958041496,0.8650306748466258,0.2605633802816901,0.11728910989096407,0.3561096565414653,0.6504065040650406,0.16826923076923075,802.2975,338.9570818756209,33.23,1382.86,997.6516071428572,383.3470788239095,54.78,1567.57,1
0.8398501242898635,0.0908528822463209,0.7084468664850136,0.02936489870248122,0.17617967428755768,0.7363301622930997,0.21889191643960043,0.6198347107438017,0.5207500375374866,0.06041703962444829,0.6149614961496149,0.32263513513513514,0.5027528989421228,0.0883334199973942,0.9139072847682119,0.11504424778761063,0.6161696139397841,0.11307568991037695,0.8834355828220859,0.18309859154929575,0.19202271505632654,0.2969639863760975,0.6869918699186991,0.23557692307692313,757.3853424657535,373.4937781762093,120.55,1465.17,928.3402739726024,419.0659232248039,160.39,1595.6,1
