mean_ax,std_ax,min_ax,max_ax,mean_ay,std_ay,min_ay,max_ay,mean_az,std_az,min_az,max_az,mean_gx,std_gx,min_gx,max_gx,mean_gy,std_gy,min_gy,max_gy,mean_gz,std_gz,min_gz,max_gz,mean_mav,std_mav,min_mav,max_mav,mean_rms,std_rms,min_rms,max_rms,label
0.48548432543390446,0.2785828607668367,0.4652588555858311,0.031641247439107664,0.8953033728021419,0.26663755347882157,0.6448683015440508,0.5330578512396691,0.837353733832005,0.1107862087053014,0.9152915291529151,0.5582770270270271,0.4230710052286206,0.18342939336532313,0.7086092715231788,0.168141592920354,0.4872369257767333,0.5356604375208324,0.5521472392638037,0.2535211267605633,0.265629939736771,0.468152150055774,0.43495934959349586,0.4182692307692307,907.0590566037738,298.21664710191527,396.24,1384.25,1123.8662264150944,336.27230586138427,478.92,1639.77,0
0.6179656437500718,0.24414980236955325,0.5122615803814714,0.03061689050762576,0.6473779416481799,0.5311497215264714,0.5449591280653951,0.5537190082644627,0.8220412042373445,0.0798986085464397,0.914191419141914,0.4890202702702703,0.36316604799345276,0.10913288991717052,0.847682119205298,0.14159292035398233,0.4358332539203538,0.4016464555319631,0.7975460122699386,0.34507042253521125,0.1889844978891332,0.42548998676124855,0.565040650406504,0.37499999999999994,751.1751666666667,352.2949124391101,156.07,1426.96,954.4421666666666,418.0540855046036,170.1,1701.68,0
0.6253770824657806,0.1969779065600464,0.6130790190735695,0.038584111085818336,0.7927048490134475,0.45662438759664825,0.5413260672116258,0.6611570247933883,0.757164606687034,0.05432882205094259,0.8855885588558855,0.44003378378378377,0.41755616451652217,0.119188360252493,0.847682119205298,0.05309734513274337,0.4920316716941572,0.3084681208193724,0.8404907975460123,0.33802816901408445,0.21495030656161554,0.3939916647567284,0.6300813008130081,0.20673076923076925,857.2543396226414,320.55318652957897,252.2,1400.63,1058.8141509433965,372.6476546718607,275.64,1687.47,0
0.6865248814173606,0.2215836468810569,0.547683923705722,0.03323469155474618,0.5777731179342388,0.554530646515379,0.5095367847411445,0.6033057851239666,0.7064142063977946,0.04794155342425019,0.8349834983498349,0.41807432432432434,0.4530913074920592,0.0812717995365352,0.9139072847682119,0.10619469026548674,0.5475579228023862,0.2805341087616853,0.7300613496932515,0.19014084507042253,0.18980550739332983,0.42956746588780165,0.540650406504065,0.5576923076923077,654.4782258064516,353.7364955032192,116.65,1259.04,833.5499999999998,438.8471616428289,138.12,1613.94,0
0.47901323096345133,0.2991658489113999,0.329700272479564,0.044730252674709765,0.728767751276661,0.5188715825628174,0.5204359673024522,0.5702479338842972,0.740318602932925,0.0518217604797361,0.8481848184818481,0.4315878378378379,0.3941625660119763,0.0778518425376509,0.8741721854304636,0.044247787610619475,0.561903493248872,0.2904135334911853,0.7239263803680982,0.176056338028169,0.1601172172862202,0.468557809969484,0.48780487804878037,0.4423076923076923,617.2790322580646,335.07448775355965,150.55,1216.24,783.2170967741938,421.26844611220736,179.2,1528.95,0
0.4982750000603624,0.2811505273405202,0.42438692098092645,0.0398361028909629,0.7238127910512516,0.5275542481204087,0.5240690281562217,0.6735537190082641,0.8151908119480044,0.04277675407936118,0.9053905390539052,0.4535472972972973,0.35880532112392716,0.0656048661607005,0.8874172185430463,0.03539823008849559,0.5280889343392994,0.3400778737484678,0.7239263803680982,0.20422535211267606,0.1942037725943831,0.4355263103587478,0.532520325203252,0.3317307692307693,590.2787096774192,319.77887392919274,140.87,1120.18,759.2735483870966,414.3430449938113,182.62,1540.18,0
0.522380054611442,0.24971548554205178,0.4822888283378747,0.03619394491236057,0.8179251193261342,0.46675641817933206,0.5622161671207994,0.5867768595041322,0.7514733319284882,0.11146570022092826,0.7821782178217821,0.4695945945945946,0.5183471348994767,0.12495347078617215,0.847682119205298,0.12389380530973454,0.4614125925021887,0.31783695341133894,0.7546012269938651,0.2676056338028169,0.1871665482726979,0.42237903667115756,0.540650406504065,0.26442307692307687,683.360701754386,292.51056743951057,150.29,1201.46,883.3977192982455,376.0401935822132,184.7,1521.41,0
0.5836818179164411,0.253001305072682,0.4407356948228883,0.031868882312770304,0.6777964990188073,0.5341350095600438,0.5622161671207994,0.5867768595041322,0.7893952884128795,0.07871114523255357,0.8360836083608361,0.5109797297297298,0.4117216228935776,0.1121579972186894,0.8940397350993378,0.07964601769911504,0.46451399947242145,0.2831354146586511,0.7055214723926381,0.2183098591549296,0.1857833257384536,0.34646897081746697,0.5853658536585364,0.24999999999999994,524.8318840579709,296.5407615929116,119.52,1001.12,684.97,386.62351013006713,143.97,1291.34,0
0.4298901343320406,0.2897147858958644,0.3760217983651227,0.03551104029137263,0.821118832204205,0.44142804894643856,0.5876475930971844,0.5991735537190079,0.8432835538327386,0.0766040255200299,0.9097909790979097,0.5304054054054055,0.4966292482561671,0.07549966544865247,0.880794701986755,0.09734513274336286,0.5508730756366584,0.4202355530004694,0.6809815950920245,0.4718309859154929,0.18135178295542298,0.3660049286661494,0.5691056910569104,0.3173076923076923,504.764705882353,274.2170052505295,70.4,998.35,665.7126470588237,361.3619718101234,84.14,1236.2,0
0.42242001493331294,0.3180469558587182,0.3303814713896458,0.03414523104939677,0.7486601072256434,0.4603327726663573,0.581289736603088,0.6818181818181812,0.8626449639066924,0.06572144819077237,0.9504950495049503,0.5059121621621622,0.5396125655710511,0.05296975661493608,0.9602649006622518,0.09734513274336286,0.615337729386726,0.3963253043144005,0.6319018404907975,0.2112676056338028,0.19498640507868817,0.4258587610020645,0.4918699186991869,0.5625,433.91,290.1838306233204,47.19,1053.2,577.0754411764708,384.7329194968616,68.39,1416.54,0
