ax,ay,az,gx,gy,gz,mav,rms
-2.53,11.3,2.34,0.42,-1.03,-1.27,1625.54,1851.51
-4.89,12.63,0.71,0.77,-1.1,-0.85,1532.42,1663.83
-5.32,12.74,-0.48,0.12,-0.07,-0.27,1433.52,1479.53
-3.38,9.43,0.46,-0.34,-0.25,0.26,1100.32,1168.63
-3.98,9.16,0.51,-0.2,0.3,0.43,966.25,1122.9
-3.92,12.07,1.16,-0.45,0.23,0.7,1669.49,1944.71
-3.45,12.34,2.12,-0.43,0.08,0.96,1382.26,1589.79
-2.07,12.13,2.24,-0.28,-0.13,0.61,1099.29,1211.04
-1.55,9.45,1.0,-0.16,-0.41,-0.32,929.26,1025.89
-3.76,4.94,1.86,-0.04,-0.98,-1.31,789.24,941.99
-2.45,4.99,2.22,0.16,0.12,-1.29,744.41,960.05
-3.78,5.54,3.27,-0.05,-0.6,-1.15,673.01,787.23
-4.54,6.81,2.69,0.25,0.1,-0.59,550.42,642.62
-5.28,7.77,2.1,0.02,0.12,-0.01,602.05,731.58
-5.49,7.92,2.35,-0.04,-0.01,0.06,525.69,609.38
-4.67,5.22,1.48,-0.3,0.65,0.61,455.81,510.93
-3.83,4.23,2.94,-0.52,0.48,1.63,548.89,712.43
-1.26,5.81,3.09,-0.16,0.42,1.73,581.47,716.2
-2.16,9.87,1.38,0.03,1.31,0.84,1293.58,1692.63
-1.43,7.68,2.43,-0.09,0.01,-0.08,1016.94,1342.11
-1.98,9.59,1.98,0.15,0.3,-0.78,1014.84,1322.14
