ax,ay,az,gx,gy,gz,mav,rms
0.69,8.98,2.19,-0.2,0.01,0.03,1606.36,1902.93
0.74,9.12,2.99,-0.04,0.04,-0.11,994.67,1342.73
-0.09,9.88,2.94,-0.2,0.01,0.1,782.16,1077.73
0.72,8.93,3.22,-0.31,0.04,0.19,852.94,1154.09
0.78,8.92,3.3,-0.09,0.06,0.15,900.09,1173.39
1.15,8.86,3.25,-0.08,0.07,0.19,921.44,1159.45
1.1,8.78,3.23,-0.05,0.1,0.14,944.34,1162.3
1.19,8.88,3.41,-0.04,0.09,0.13,952.6,1163.96
1.23,8.94,3.38,-0.09,0.01,0.15,960.13,1178.43
1.47,9.1,3.36,-0.04,-0.03,0.16,995.96,1224.37
1.28,9.7,3.5,0.09,0.05,0.27,1052.26,1236.12
1.6,9.37,2.94,0.19,-0.07,0.5,1007.17,1184.56
2.26,8.7,2.46,0.18,-0.01,0.5,936.22,1124.27
2.69,8.61,2.35,0.08,0.0,0.34,920.4,1087.31
5.96,8.66,0.93,-0.23,-0.19,-0.47,837.16,1005.19
6.1,7.83,1.18,-0.76,0.18,-2.03,897.05,1094.24
1.75,7.07,2.88,-1.11,0.13,-2.99,934.29,1146.36
-2.54,3.98,4.11,-0.84,0.63,-3.74,974.27,1204.0
-6.48,0.43,3.64,-0.46,0.85,-3.76,881.17,1029.69
-11.37,-1.41,4.04,-0.09,-0.16,-3.13,823.12,944.6
-10.07,-1.07,3.95,-0.02,1.24,-1.6,650.29,753.77
-10.32,-0.76,3.75,-0.13,-0.24,-0.42,569.67,647.85
-11.0,-1.29,3.7,-0.06,0.26,-0.11,545.99,591.06
-11.0,-1.29,3.7,-0.06,0.26,-0.11,483.31,538.88
-11.28,-1.08,3.28,-0.05,0.11,0.62,549.53,659.54
-13.16,-0.79,3.32,-0.1,0.26,2.2,615.04,713.14
-11.63,-1.61,3.45,0.06,0.36,4.02,589.09,696.67
-5.83,2.4,2.7,0.15,-0.24,4.47,592.51,701.44
-1.41,5.09,2.27,0.24,-0.18,3.51,687.75,890.69
1.0,6.97,2.19,0.18,0.3,2.7,906.07,1197.46
3.34,7.79,1.9,0.13,-0.15,1.97,804.05,972.78
4.97,8.51,1.75,-0.01,-0.01,1.25,665.9,753.44
7.42,8.38,1.4,-0.06,-0.25,0.51,633.16,736.29
4.39,8.68,1.73,-0.14,-0.04,-0.13,597.35,721.55
3.51,8.68,1.87,-0.06,0.04,0.05,574.34,698.62
4.63,8.66,1.7,-0.06,0.3,0.03,536.78,627.58
4.7,8.6,1.84,-0.08,-0.01,-0.12,679.61,824.43
9.49,8.51,0.51,-0.42,-0.71,-1.5,886.64,1116.34
2.64,7.14,1.97,-0.45,0.69,-3.35,887.39,1132.5
-2.91,5.54,2.64,-0.69,0.09,-4.08,942.08,1197.94
-7.1,2.58,2.55,-0.57,-1.04,-3.8,764.58,870.54
-7.92,1.01,3.02,-0.23,0.26,-2.99,703.51,807.47
-9.08,-0.16,3.48,-0.07,0.58,-2.46,654.14,726.58
-11.09,-1.33,3.72,0.05,0.46,-1.85,540.89,596.29
-13.01,-0.77,3.34,0.01,0.34,-0.28,496.34,558.45
-10.76,-1.38,2.98,-0.0,0.18,0.11,498.38,556.97
-10.17,-0.87,2.77,-0.03,-0.05,0.4,511.6,595.48
-13.89,-0.95,2.15,-0.27,0.24,2.13,517.24,609.32
-11.37,-1.09,2.74,-0.32,-0.15,3.91,487.19,572.34
-5.62,2.45,2.04,-0.14,-0.25,4.01,470.9,554.66
-1.41,4.46,2.66,0.14,-0.3,3.44,577.61,711.38
0.34,7.29,2.6,0.23,0.03,2.82,627.08,812.17
2.88,8.07,2.34,0.24,-0.08,2.29,697.62,864.97
5.11,7.86,2.47,0.23,0.39,1.55,562.84,678.9
6.66,8.02,1.42,0.1,-0.19,0.73,574.28,692.92
5.41,8.42,1.46,-0.17,-0.01,0.04,602.18,715.32
5.17,8.2,2.09,-0.08,-0.05,0.04,573.34,675.05
5.15,8.21,2.17,-0.06,0.06,-0.09,606.01,728.74
6.79,8.53,1.8,-0.2,-0.18,-0.55,650.93,798.67
7.17,8.22,1.58,-0.34,-0.3,-1.64,795.13,1023.47
3.76,7.2,1.53,-0.63,-0.09,-2.95,861.41,1117.03
-1.48,5.88,1.88,-0.94,-0.3,-3.56,1080.65,1381.34
-4.62,3.13,2.89,-0.93,0.04,-3.63,898.08,1016.31
-7.14,0.98,3.53,-0.25,0.8,-3.02,798.49,918.65
-8.26,0.52,3.84,-0.22,0.09,-2.54,710.72,831.45
-10.92,-1.71,4.01,-0.1,0.24,-2.43,539.46,622.27
-12.46,-0.91,3.16,-0.07,0.59,-0.76,565.7,705.47
-10.35,-2.14,3.77,-0.15,-0.29,-0.34,632.66,765.32
-9.1,-1.91,3.36,-0.07,-0.06,0.1,506.74,568.04
-9.68,-1.91,3.34,-0.01,0.14,0.41,541.82,640.02
-12.47,-1.41,3.15,0.02,0.16,1.56,546.26,618.05
-11.47,-1.7,3.14,0.01,-0.26,3.17,495.11,623.39
-8.88,-0.48,3.22,0.14,-0.15,4.16,572.88,664.68
-4.59,3.11,2.77,0.12,0.28,3.98,616.01,749.05
-1.76,5.51,2.87,0.13,0.27,3.48,608.24,782.63
2.82,6.99,2.47,0.17,-0.39,2.87,669.11,848.3
6.79,8.47,2.04,0.1,0.48,1.45,627.8,777.58
5.14,8.68,2.53,-0.08,0.23,0.36,645.31,724.46
3.94,8.71,2.4,-0.09,-0.04,0.06,576.96,685.2
3.69,8.51,2.36,-0.14,-0.0,-0.12,607.64,694.59
4.11,8.69,2.9,-0.11,0.02,-0.29,551.54,644.96
5.02,8.76,2.34,-0.12,-0.25,-0.73,661.97,781.46
4.02,8.76,2.5,-0.28,0.0,-1.46,625.9,753.55
1.67,8.8,2.43,-0.33,0.27,-2.01,612.1,742.1
-0.26,7.51,1.71,-0.35,0.32,-2.58,658.38,814.1
-3.67,5.44,2.53,-0.39,-0.37,-3.18,687.03,841.12
-6.9,1.73,3.04,-0.4,0.21,-3.53,598.71,681.04
-8.69,-0.34,3.56,0.1,0.45,-3.06,522.22,582.16
-10.04,-0.88,3.38,0.1,-0.27,-2.29,446.3,497.81
-12.23,-0.51,3.26,-0.01,0.32,-0.77,429.7,468.42
-10.58,-1.23,3.33,-0.07,-0.02,-0.31,410.53,455.07
-9.81,-1.2,3.11,-0.06,0.06,-0.0,415.08,471.95
-9.21,-1.41,3.04,-0.05,0.02,0.13,458.48,553.93
-11.68,-1.21,3.11,-0.1,0.15,0.8,484.3,582.68
-12.47,-0.85,2.92,-0.2,0.03,2.34,489.37,596.42
-10.76,0.08,3.28,-0.11,0.24,3.66,466.13,511.23
-6.5,2.93,2.58,-0.13,-0.07,4.03,503.04,636.13
-2.43,4.73,2.77,-0.03,-0.13,3.44,629.26,809.69
0.92,6.64,2.5,0.09,-0.53,2.78,671.72,897.72
3.08,7.34,2.4,0.09,-0.21,2.15,736.29,985.4
4.4,8.03,2.78,0.12,-0.1,1.67,692.35,839.61
6.72,7.86,2.05,-0.03,-0.25,1.12,718.76,835.47
8.12,7.78,2.14,-0.07,0.55,0.18,626.47,726.33
4.5,7.74,2.93,-0.05,-0.27,-0.01,593.92,697.55
4.9,7.98,2.6,-0.04,-0.02,0.02,581.88,686.99
5.73,8.12,2.24,-0.09,-0.26,-0.15,553.43,661.76
7.62,8.29,2.21,-0.13,0.84,-0.58,575.18,697.98
7.15,8.45,2.11,0.02,-0.2,-1.6,673.7,841.42
3.58,7.53,1.33,-0.19,0.25,-2.7,705.6,915.1
-0.53,6.78,1.41,-0.52,-0.35,-2.89,791.74,1124.38
-2.78,4.91,3.87,-0.77,-0.01,-3.09,948.81,1336.34
-5.37,2.08,4.54,-0.23,0.62,-3.07,849.93,1036.09
-6.06,0.95,3.92,0.01,0.24,-2.69,748.43,805.27
-8.36,-0.46,3.9,0.1,0.17,-2.66,627.23,694.59
-11.62,-0.51,2.72,0.19,0.58,-1.6,528.72,651.94
-11.27,-0.91,2.62,-0.12,-0.31,-0.53,487.51,538.08
-10.5,-1.34,2.79,-0.15,-0.18,-0.05,470.9,533.1
-8.88,-1.34,2.88,-0.12,-0.06,0.13,470.38,531.24
-10.51,-1.05,3.01,-0.1,0.14,0.35,474.24,567.23
-14.49,-0.84,3.25,-0.22,0.36,2.01,499.46,565.34
-11.91,-0.69,3.33,-0.18,0.36,3.63,504.74,623.05
-7.59,1.95,2.7,-0.15,0.31,3.98,555.15,626.92
-2.58,5.21,2.32,-0.05,-0.51,3.47,525.26,660.42
-0.41,6.75,2.55,0.02,-0.01,2.87,618.79,770.12
2.0,7.24,2.82,0.18,-0.45,2.26,614.24,769.09
2.0,7.24,2.82,0.18,-0.45,2.26,663.01,823.34
4.05,8.13,2.14,0.23,0.23,1.63,652.25,745.79
5.75,8.21,2.04,0.1,-0.24,1.24,635.77,716.85
7.38,7.95,1.91,-0.13,0.65,0.12,598.3,702.41
3.71,7.96,2.72,-0.15,0.02,-0.1,599.14,723.41
4.99,8.08,2.63,-0.01,-0.14,0.08,587.4,686.96
6.36,8.28,2.07,-0.12,-0.2,-0.37,646.4,772.61
5.73,8.23,2.59,-0.28,-0.06,-0.91,663.51,792.22
5.28,8.5,3.01,-0.19,-0.21,-1.55,694.46,883.09
4.1,7.95,3.77,-0.19,0.26,-2.44,759.18,965.45
0.45,6.04,2.94,-0.41,-0.29,-3.08,849.62,1109.58
-3.5,3.9,3.54,-0.57,-0.38,-3.2,769.36,894.71
-5.19,1.56,4.61,-0.41,-0.61,-3.09,639.63,736.37
-10.14,0.45,5.0,-0.07,0.65,-2.73,528.78,607.88
-10.64,-0.66,3.67,0.02,0.3,-2.37,445.93,521.16
-11.61,-1.15,2.94,0.04,0.41,-1.28,427.62,472.15
