ax,ay,az,gx,gy,gz,mav,rms
3.8,8.44,2.93,-0.05,0.03,0.02,0.0,0.0
3.98,8.35,2.73,-0.06,0.02,0.02,0.0,0.0
3.92,8.33,2.86,-0.06,0.04,-0.01,0.0,0.0
3.95,8.31,2.86,-0.0,0.06,-0.01,0.0,0.0
3.57,8.46,3.2,0.2,0.12,-0.04,0.0,0.0
3.57,8.49,2.61,0.36,0.13,-0.03,0.0,0.0
3.44,8.45,2.33,0.35,0.19,-0.09,0.0,0.0
3.64,9.85,1.62,0.29,0.15,-0.12,0.0,0.0
6.21,12.71,0.49,0.32,-0.17,0.1,309.89,422.15
6.81,13.84,-0.09,0.21,0.31,-0.31,483.84,753.87
2.45,10.64,-0.51,-0.35,-0.45,-1.29,445.81,609.61
-1.31,6.21,1.56,-1.26,-1.22,-1.56,1930.33,2315.32
-1.67,6.59,2.65,-0.11,0.13,0.32,900.21,1021.22
-0.53,6.86,2.89,0.03,0.23,1.17,722.89,913.8
-0.34,6.47,4.13,0.2,0.79,1.32,475.52,552.7
-0.19,7.45,3.9,0.8,0.61,1.67,415.81,488.3
2.37,8.48,2.29,0.87,0.45,1.31,440.13,531.69
3.68,10.79,0.71,0.77,0.21,0.82,464.0,522.82
5.16,9.48,-1.32,0.47,0.39,0.09,349.68,395.54
3.16,8.93,-0.27,0.18,-0.26,-0.19,315.31,344.56
4.18,11.29,-0.75,-0.46,-0.32,-0.55,0.0,356.84
4.25,12.2,-0.49,-0.83,0.32,-1.08,312.37,446.01
1.42,11.42,1.31,-0.1,0.27,0.26,0.0,305.42
2.32,10.54,0.64,-0.04,0.3,0.51,306.27,376.4
3.08,10.27,1.81,-0.1,0.02,0.53,362.34,510.48
4.99,12.06,0.53,0.03,0.27,0.41,512.26,688.69
4.05,11.58,0.74,-0.02,-0.47,0.21,462.02,710.92
2.09,10.22,-0.07,-0.22,-0.25,-0.72,412.55,516.66
0.85,7.24,0.78,-1.06,-1.01,-1.16,850.31,1266.86
1.81,5.91,3.21,-0.77,-0.57,-1.32,2135.36,2344.7
2.3,7.02,2.35,-0.17,0.66,-1.31,1191.02,1402.79
-0.76,7.13,2.1,-0.1,0.41,-1.44,1174.49,1296.04
-1.27,9.07,0.88,-0.02,-0.13,-0.1,954.8,1110.04
-1.84,8.2,1.6,-0.18,-0.01,0.44,671.03,771.83
-2.08,6.62,3.04,-0.28,0.07,1.2,514.63,600.06
-0.43,6.23,3.9,0.04,-0.0,1.6,400.3,470.45
1.52,8.29,2.99,0.27,0.58,1.55,468.39,566.59
2.21,8.79,2.84,0.49,0.02,0.97,434.61,492.87
2.73,8.79,1.93,0.51,-0.49,0.47,433.42,481.64
4.11,9.75,-0.22,0.21,-0.4,-0.04,383.04,428.64
2.4,10.34,0.07,-0.35,-0.7,-0.51,423.89,481.3
4.57,12.13,0.69,-0.35,0.09,-0.68,603.95,734.36
1.74,11.15,2.08,-0.33,-0.03,-0.81,687.09,827.33
2.34,10.83,1.41,-0.21,-0.06,-0.02,683.95,820.11
1.4,10.46,1.79,0.05,-0.01,0.27,601.38,658.78
2.91,11.55,1.37,0.21,-0.03,0.56,561.26,648.57
3.11,12.08,1.17,0.17,0.57,0.59,508.98,573.38
3.88,11.52,1.71,0.26,-0.17,0.18,589.27,741.24
0.71,9.99,0.19,0.13,0.16,-0.47,496.58,579.99
-0.39,7.95,-0.15,-0.57,-0.16,-0.71,547.93,728.83
-0.27,8.1,1.77,-0.8,-0.67,-0.73,776.63,1138.93
1.42,7.74,2.48,-0.54,0.02,-1.34,798.72,1058.39
-0.42,6.53,2.94,-0.14,0.55,-1.71,923.75,1288.58
-2.72,7.22,2.58,-0.14,-0.12,-0.19,1010.49,1358.66
-1.11,8.08,2.1,-0.08,0.16,0.23,1088.25,1377.39
-0.38,7.17,1.37,-0.11,-0.16,0.7,1045.81,1307.53
