ax,ay,az,gx,gy,gz,mav,rms
1.9,9.64,1.4,-0.09,0.21,0.09,393.46,544.49
2.04,9.3,1.57,-0.12,0.2,0.15,312.42,392.48
2.06,9.44,1.44,-0.13,0.27,0.11,245.36,284.93
2.14,9.22,1.79,-0.1,0.29,0.14,199.23,220.99
2.47,9.12,2.05,-0.14,0.32,0.11,142.64,155.3
2.04,9.13,2.47,-0.19,0.31,0.12,118.33,128.19
2.57,8.87,2.69,-0.19,0.23,0.11,99.11,110.55
2.55,8.87,2.73,-0.23,0.1,0.06,89.3,108.48
2.61,8.89,2.95,-0.21,0.05,0.05,88.62,111.54
2.47,8.85,3.13,-0.16,0.08,0.03,79.05,91.42
2.29,8.45,2.95,-0.18,0.1,0.07,86.31,106.62
2.53,8.79,3.11,-0.09,0.12,-0.1,80.25,98.06
2.12,9.14,3.3,-0.11,0.03,0.03,87.05,107.38
2.45,8.75,3.45,-0.12,-0.06,0.11,76.18,97.71
2.34,8.56,2.94,-0.07,-0.11,0.03,78.09,94.82
2.18,8.9,3.07,0.03,0.04,-0.02,68.72,89.25
2.04,9.06,3.15,0.16,0.04,0.07,77.67,103.92
2.04,9.06,3.15,0.16,0.04,0.07,83.1,109.03
2.27,8.9,2.42,0.22,0.05,0.03,67.63,84.44
2.21,9.22,2.29,0.17,0.02,-0.07,61.68,69.52
2.08,9.51,2.18,0.16,-0.16,-0.05,59.21,78.43
4.07,12.67,1.07,0.3,-0.23,0.04,242.59,376.97
3.93,13.78,0.87,0.25,-0.28,0.05,260.21,368.23
2.25,11.21,0.69,-0.08,-0.18,-0.35,358.63,486.31
0.85,7.85,1.23,-0.45,-0.18,-0.94,566.85,739.37
1.22,6.19,1.36,-0.71,-0.67,-1.18,811.48,1090.19
1.13,6.92,1.53,-0.56,-0.57,-1.2,577.54,723.7
-1.61,6.72,2.47,-0.3,-0.28,-0.61,688.84,887.93
-1.57,8.29,1.66,-0.03,0.02,0.34,815.28,1202.59
0.3,7.75,2.03,0.14,0.12,0.84,2071.43,2270.34
1.84,7.4,2.34,0.35,-0.08,0.37,1291.02,1407.85
1.59,14.02,-0.55,-0.05,-0.16,-0.26,1073.28,1317.81
1.86,11.08,1.17,-0.53,-0.47,-0.51,1529.45,1751.55
-0.38,10.1,2.26,-0.38,0.12,-1.05,1231.26,1394.78
1.13,13.05,1.33,-0.59,0.17,-0.77,971.4,1136.8
-0.48,11.93,2.27,-0.26,0.06,-0.1,806.82,935.32
0.26,11.17,1.43,0.01,0.19,0.8,964.91,1226.32
1.12,11.91,2.1,0.42,-0.01,1.29,1224.45,1440.37
2.66,12.4,0.37,0.34,0.01,1.14,902.17,1014.88
2.42,11.33,0.97,-0.05,-0.23,0.5,1036.46,1257.52
2.68,9.15,0.2,-0.33,-0.13,-0.32,827.16,907.32
1.51,6.68,1.35,-0.65,-0.31,-1.18,659.88,791.09
1.05,5.59,2.87,-0.84,-0.1,-1.35,732.68,919.5
-0.45,6.45,3.01,-0.43,0.37,-1.04,709.76,842.69
0.19,5.9,2.73,-0.22,-0.56,-0.12,540.42,642.71
-0.9,6.09,2.7,0.26,0.26,0.7,424.23,465.92
0.82,8.4,1.65,0.52,0.4,1.53,358.19,391.12
1.04,8.17,2.86,0.21,0.64,1.33,325.64,364.7
1.04,8.17,2.86,0.21,0.64,1.33,368.56,461.51
2.98,8.93,2.04,0.12,0.39,0.66,705.73,1062.59
3.21,8.19,1.7,-0.16,-0.07,-0.03,530.36,701.84
3.64,9.48,1.88,-0.28,0.21,-0.51,1661.61,2018.77
-1.44,12.7,1.79,-0.32,0.02,-0.44,1251.97,1455.07
-1.1,11.84,2.38,0.04,0.06,0.77,1218.44,1425.4
0.88,12.23,1.68,0.36,0.17,1.3,804.08,930.79
1.05,11.75,1.95,0.22,-0.08,1.34,913.55,1173.7
2.18,10.17,1.23,-0.02,-0.13,0.67,1224.84,1496.25
3.17,9.54,1.36,-0.27,-0.32,-0.22,910.88,977.82
2.1,6.93,2.37,-0.42,-0.47,-0.99,958.19,1227.0
1.24,5.81,2.47,-0.47,-0.24,-1.35,626.76,777.44
0.2,5.84,2.49,-0.39,0.11,-1.09,614.02,685.65
0.1,6.5,1.19,0.12,0.27,-0.02,449.05,498.12
0.54,5.96,1.66,-0.03,-0.12,1.03,409.19,552.29
0.74,6.14,3.59,0.17,0.88,1.38,290.83,336.17
1.24,9.64,3.14,0.1,0.78,1.03,288.94,334.31
2.57,7.18,3.2,0.03,0.18,0.2,231.89,304.13
2.05,8.69,2.78,-0.01,-0.11,-0.29,918.12,1387.79
2.87,11.34,1.78,-0.29,-0.35,-0.59,1060.18,1314.27
1.57,10.79,2.54,-0.27,0.35,-1.42,882.73,1036.65
0.43,13.59,2.01,-0.14,-0.11,-0.72,549.28,597.22
0.29,11.47,1.83,-0.09,0.1,0.2,437.84,507.48
0.82,11.44,1.77,0.02,0.49,0.51,491.7,627.82
0.94,11.88,1.8,0.11,0.14,0.64,460.25,536.3
0.74,11.23,2.82,0.06,-0.7,0.54,346.72,403.28
1.7,9.46,2.83,0.01,-0.42,-0.05,413.33,510.74
0.1,8.18,2.93,-0.11,-0.43,-0.57,462.95,577.8
0.39,6.77,2.46,-0.51,-0.67,-0.66,355.76,482.71
1.95,7.07,2.53,-0.25,-0.24,-0.73,329.18,447.75
0.5,6.09,2.39,-0.06,0.4,-0.72,755.02,1010.92
-0.34,6.22,2.53,0.05,-0.25,0.52,461.34,514.25
0.08,5.22,2.52,-0.02,-0.41,1.45,510.4,618.6
2.53,7.29,2.39,-0.01,-0.33,1.26,432.7,502.35
4.34,10.15,1.21,-0.1,0.17,0.46,335.51,371.27
2.69,9.87,1.22,-0.31,-0.39,0.01,418.45,529.67
2.79,9.48,2.39,-0.16,-0.23,-0.36,759.63,1023.39
2.68,11.64,1.13,0.08,0.92,-0.96,835.8,1074.54
-0.05,11.83,2.05,-0.06,0.45,-0.67,1212.71,1553.29
1.89,12.29,1.91,0.09,0.24,0.65,811.13,923.92
1.68,11.03,2.34,0.14,0.13,0.47,1226.53,1516.32
1.27,10.52,2.14,0.22,-0.14,0.04,1233.63,1465.45
-0.08,9.1,1.85,0.0,0.03,-0.54,925.66,1030.45
0.18,7.46,1.27,-0.41,-0.74,-0.77,747.2,840.3
