ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
0.69,8.98,2.19,-0.20,0.01,0.03,1606.36,1902.93,1,0,1
0.74,9.12,2.99,-0.04,0.04,-0.11,994.67,1342.73,0,1,1
-0.09,9.88,2.94,-0.20,0.01,0.10,782.16,1077.73,0,1,1
0.72,8.93,3.22,-0.31,0.04,0.19,852.94,1154.09,0,1,1
0.78,8.92,3.30,-0.09,0.06,0.15,900.09,1173.39,0,1,1
1.15,8.86,3.25,-0.08,0.07,0.19,921.44,1159.45,0,1,1
1.10,8.78,3.23,-0.05,0.10,0.14,944.34,1162.30,0,1,1
1.19,8.88,3.41,-0.04,0.09,0.13,952.60,1163.96,0,1,1
1.23,8.94,3.38,-0.09,0.01,0.15,960.13,1178.43,0,1,1
1.47,9.10,3.36,-0.04,-0.03,0.16,995.96,1224.37,0,1,1
1.28,9.70,3.50,0.09,0.05,0.27,1052.26,1236.12,0,1,1
1.60,9.37,2.94,0.19,-0.07,0.50,1007.17,1184.56,0,1,1
2.26,8.70,2.46,0.18,-0.01,0.50,936.22,1124.27,0,1,1
2.69,8.61,2.35,0.08,0.00,0.34,920.40,1087.31,0,1,1
5.96,8.66,0.93,-0.23,-0.19,-0.47,837.16,1005.19,0,1,1
6.10,7.83,1.18,-0.76,0.18,-2.03,897.05,1094.24,0,1,1
1.75,7.07,2.88,-1.11,0.13,-2.99,934.29,1146.36,0,1,1
-2.54,3.98,4.11,-0.84,0.63,-3.74,974.27,1204.00,0,1,1
-6.48,0.43,3.64,-0.46,0.85,-3.76,881.17,1029.69,0,1,1
-11.37,-1.41,4.04,-0.09,-0.16,-3.13,823.12,944.60,0,1,1
-10.07,-1.07,3.95,-0.02,1.24,-1.60,650.29,753.77,0,1,1
-10.32,-0.76,3.75,-0.13,-0.24,-0.42,569.67,647.85,0,1,1
-11.00,-1.29,3.70,-0.06,0.26,-0.11,545.99,591.06,0,1,1
-11.00,-1.29,3.70,-0.06,0.26,-0.11,483.31,538.88,0,1,1
-11.28,-1.08,3.28,-0.05,0.11,0.62,549.53,659.54,0,1,1
-13.16,-0.79,3.32,-0.10,0.26,2.20,615.04,713.14,0,1,1
-11.63,-1.61,3.45,0.06,0.36,4.02,589.09,696.67,0,1,1
-5.83,2.40,2.70,0.15,-0.24,4.47,592.51,701.44,0,1,1
-1.41,5.09,2.27,0.24,-0.18,3.51,687.75,890.69,0,1,1
1.00,6.97,2.19,0.18,0.30,2.70,906.07,1197.46,0,1,1
3.34,7.79,1.90,0.13,-0.15,1.97,804.05,972.78,0,1,1
4.97,8.51,1.75,-0.01,-0.01,1.25,665.90,753.44,0,1,1
7.42,8.38,1.40,-0.06,-0.25,0.51,633.16,736.29,0,1,1
4.39,8.68,1.73,-0.14,-0.04,-0.13,597.35,721.55,0,1,1
3.51,8.68,1.87,-0.06,0.04,0.05,574.34,698.62,0,1,1
4.63,8.66,1.70,-0.06,0.30,0.03,536.78,627.58,0,1,1
4.70,8.60,1.84,-0.08,-0.01,-0.12,679.61,824.43,0,1,1
9.49,8.51,0.51,-0.42,-0.71,-1.50,886.64,1116.34,0,1,1
2.64,7.14,1.97,-0.45,0.69,-3.35,887.39,1132.50,0,1,1
-2.91,5.54,2.64,-0.69,0.09,-4.08,942.08,1197.94,0,1,1
-7.10,2.58,2.55,-0.57,-1.04,-3.80,764.58,870.54,0,1,1
-7.92,1.01,3.02,-0.23,0.26,-2.99,703.51,807.47,0,1,1
-9.08,-0.16,3.48,-0.07,0.58,-2.46,654.14,726.58,0,1,1
-11.09,-1.33,3.72,0.05,0.46,-1.85,540.89,596.29,0,1,1
-13.01,-0.77,3.34,0.01,0.34,-0.28,496.34,558.45,0,1,1
-10.76,-1.38,2.98,-0.00,0.18,0.11,498.38,556.97,0,1,1
-10.17,-0.87,2.77,-0.03,-0.05,0.40,511.60,595.48,0,1,1
-13.89,-0.95,2.15,-0.27,0.24,2.13,517.24,609.32,0,1,1
-11.37,-1.09,2.74,-0.32,-0.15,3.91,487.19,572.34,0,1,1
-5.62,2.45,2.04,-0.14,-0.25,4.01,470.90,554.66,0,1,1
-1.41,4.46,2.66,0.14,-0.30,3.44,577.61,711.38,0,1,1
0.34,7.29,2.60,0.23,0.03,2.82,627.08,812.17,0,1,1
2.88,8.07,2.34,0.24,-0.08,2.29,697.62,864.97,0,1,1
5.11,7.86,2.47,0.23,0.39,1.55,562.84,678.90,0,1,1
6.66,8.02,1.42,0.10,-0.19,0.73,574.28,692.92,0,1,1
