ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
-3.75,-4.52,7.13,-0.06,0.10,0.04,0.00,0.00,0,51,1
-3.75,-4.57,7.11,-0.08,0.05,0.03,0.00,0.00,0,51,1
-3.69,-4.55,7.13,-0.09,0.03,-0.01,0.00,0.00,0,51,1
-3.58,-4.70,7.09,-0.07,-0.01,0.03,0.00,0.00,0,51,1
-3.71,-4.60,7.10,-0.04,0.01,0.01,0.00,0.00,0,51,1
-3.60,-4.60,7.09,-0.07,0.03,0.01,0.00,0.00,0,51,1
-3.82,-4.56,7.13,-0.09,0.02,0.05,0.00,0.00,0,51,1
-3.80,-4.63,7.02,-0.07,-0.03,0.07,0.00,342.96,0,51,1
-3.75,-4.57,7.09,-0.02,0.02,0.04,0.00,338.26,0,51,1
-3.80,-4.52,7.15,-0.07,0.03,0.00,0.00,0.00,0,51,1
-3.77,-4.53,7.06,-0.05,0.05,0.03,0.00,0.00,0,51,1
-3.79,-4.52,7.12,-0.07,0.02,0.02,0.00,0.00,0,51,1
-3.76,-4.53,7.10,-0.08,0.05,0.03,0.00,0.00,0,51,1
-3.86,-4.53,7.08,-0.05,0.03,0.01,0.00,0.00,0,51,1
-3.67,-4.55,7.08,-0.06,0.05,0.01,0.00,0.00,0,51,1
-3.87,-4.51,7.12,-0.06,0.04,0.01,0.00,0.00,0,51,1
-3.81,-4.52,7.11,-0.07,0.06,0.03,0.00,0.00,0,51,1
-3.85,-4.54,7.11,-0.06,0.05,0.02,0.00,0.00,0,51,1
-3.74,-4.52,7.07,-0.06,0.04,0.02,0.00,0.00,0,51,1
-3.85,-4.50,7.14,-0.06,0.05,0.01,0.00,0.00,0,51,1
-3.82,-4.53,7.11,-0.05,0.04,0.01,0.00,0.00,0,51,1
-3.77,-4.51,7.11,-0.07,0.04,0.02,0.00,0.00,0,51,1
-3.76,-4.51,7.08,-0.06,0.01,0.00,0.00,0.00,0,51,1
-3.77,-4.52,7.11,-0.07,0.05,0.02,0.00,0.00,0,51,1
-3.80,-4.51,7.13,-0.07,0.04,0.02,0.00,0.00,0,51,1
-3.75,-4.52,7.10,-0.08,0.00,0.02,0.00,0.00,0,51,1
-3.73,-4.54,7.08,-0.07,0.05,0.02,0.00,0.00,0,51,1
-3.83,-4.52,7.12,-0.06,0.06,0.02,0.00,0.00,0,51,1
-3.79,-4.51,7.11,-0.07,0.06,0.03,0.00,0.00,0,51,1
-3.79,-4.51,7.08,-0.07,0.03,0.02,0.00,0.00,0,51,1
-3.75,-4.53,7.07,-0.06,0.06,0.03,0.00,0.00,0,51,1
-3.85,-4.52,7.11,-0.05,0.03,0.04,0.00,0.00,0,51,1
-3.80,-4.53,7.10,-0.06,0.04,0.03,0.00,0.00,0,51,1
-3.81,-4.44,7.15,-0.03,0.04,0.05,0.00,0.00,0,51,1
-3.75,-4.46,7.27,-0.15,0.04,0.04,0.00,0.00,0,51,1
-3.87,-4.88,6.97,-0.33,0.20,-0.12,0.00,0.00,0,51,1
-3.72,-5.35,7.19,-0.33,0.48,-0.08,0.00,0.00,0,51,1
-6.18,-6.96,7.06,0.12,0.60,0.37,0.00,0.00,0,51,1
-7.45,-7.09,7.36,0.38,0.83,1.80,0.00,0.00,0,51,1
-6.72,-3.79,6.51,0.34,0.82,2.55,0.00,0.00,0,51,1
-6.24,-0.12,6.58,0.40,-0.09,2.06,0.00,0.00,0,51,1
-6.00,1.13,5.29,0.74,0.11,1.60,0.00,0.00,0,51,1
-5.35,2.04,4.42,0.61,-0.06,1.24,0.00,0.00,0,51,1
-3.72,3.22,3.30,-0.05,-0.15,0.45,0.00,0.00,0,51,1
-4.20,2.74,5.04,-0.79,-0.18,-0.55,0.00,0.00,0,51,1
-6.43,2.22,6.52,-0.61,0.40,-0.61,0.00,0.00,0,51,1
-7.13,2.81,8.65,0.15,0.04,-0.44,0.00,0.00,0,51,1
-7.26,3.26,8.55,1.42,0.61,-0.04,0.00,0.00,0,51,1
-8.28,3.40,4.85,2.04,1.84,0.62,0.00,0.00,0,51,1
