ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
3,-0.12,9.24,1.54,1.26,-0.95,1510.03,1894.94,1,0,1
0.92,2.27,9.10,1.38,0.79,-0.40,844.59,1072.22,0,1,1
-0.34,3.51,8.67,1.43,2.18,-0.61,943.05,1119.96,0,1,1
-2.74,5.94,7.60,1.72,2.59,-0.40,1113.65,1337.55,0,1,1
-6.95,8.22,5.12,2.13,3.26,0.26,928.08,1136.92,0,1,1
-8.56,8.79,1.63,1.59,3.61,1.86,739.48,856.43,0,1,1
-5.75,8.12,0.26,0.45,1.18,2.77,649.35,744.23,0,1,1
-1.87,8.74,-0.40,0.56,1.05,2.99,600.84,694.20,0,1,1
1.65,6.66,-1.68,0.23,0.75,2.90,857.21,1075.62,0,1,1
5.03,5.20,-1.15,-0.13,0.21,2.13,535.46,595.87,0,1,1
6.49,5.15,0.63,-0.23,0.73,1.43,387.88,435.32,0,1,1
6.49,5.15,0.63,-0.23,0.73,1.43,330.02,399.35,0,1,1
7.91,5.43,0.50,-0.08,0.55,0.97,297.16,351.12,0,1,1
8.44,5.69,0.45,-0.33,-0.67,0.26,304.22,399.29,0,1,1
9.00,6.83,-0.81,-0.41,0.01,-0.09,185.46,220.41,0,1,1
7.72,7.19,-1.48,-0.13,-0.15,-0.16,169.00,205.94,0,1,1
6.98,6.73,-1.31,-0.24,-0.02,0.04,264.00,421.88,0,1,1
7.37,6.43,-0.19,-0.30,-0.00,0.13,296.38,395.83,0,1,1
8.04,6.65,-0.40,-0.12,0.01,-0.03,326.32,487.62,0,1,1
7.26,6.84,-0.66,-0.07,-0.07,-0.08,279.91,354.77,0,1,1
7.40,6.92,-0.74,-0.14,0.07,-0.11,382.17,495.47,0,1,1
7.72,6.93,-0.40,-0.15,-0.13,-0.12,331.83,426.35,0,1,1
8.26,7.27,-0.98,-0.20,0.27,-0.30,538.26,802.64,0,1,1
8.31,9.48,-0.30,0.04,0.45,-0.62,589.36,864.76,0,1,1
9.79,9.14,-0.38,0.02,2.01,-1.71,563.50,765.14,0,1,1
5.76,9.10,-1.16,-0.05,0.40,-2.65,719.43,1001.13,0,1,1
-0.50,6.16,0.60,-0.19,-0.88,-2.75,998.58,1399.49,1,1,1
-3.20,4.81,1.71,-0.24,0.59,-2.21,626.63,876.07,0,2,1
-4.99,6.70,1.79,0.17,0.25,-0.47,510.34,647.08,0,2,1
-4.32,9.80,0.61,0.03,0.61,-0.10,513.98,611.36,0,2,1
-2.53,7.49,0.01,0.01,1.80,0.75,415.69,469.13,0,2,1
-2.18,7.61,-0.17,-0.41,1.67,1.72,350.91,390.68,0,2,1
-2.17,4.71,2.70,-1.07,0.93,1.22,848.08,1322.93,0,2,1
1.40,10.09,0.52,-0.11,0.22,0.29,1273.21,1778.07,1,2,1
-0.96,11.19,0.85,-0.12,0.17,-1.42,2070.41,2226.86,1,2,1
-4.07,10.97,1.96,0.62,0.35,-2.16,1595.58,1656.72,1,2,1
-6.55,13.60,0.97,0.92,0.24,-1.52,1365.16,1444.60,1,2,1
-6.08,12.50,-0.70,0.11,0.00,-0.04,1208.70,1333.20,1,2,1
-3.61,9.36,-0.16,-0.45,0.04,0.50,1107.48,1234.79,0,3,1
-3.56,12.98,-0.64,-0.61,0.23,0.68,1576.86,1822.53,1,3,1
-3.08,15.06,1.46,-0.86,-0.18,1.39,1430.70,1608.41,1,3,1
-4.44,10.06,2.89,-0.47,-0.26,0.37,1375.83,1452.10,1,3,1
-4.36,6.69,2.73,0.11,-0.96,-0.74,1130.45,1180.66,0,4,1
-2.80,3.90,2.25,0.55,-0.29,-1.16,791.06,992.59,0,4,1
-4.15,5.11,1.50,0.41,-0.07,-0.71,994.03,1243.76,0,4,1
-2.51,6.12,1.75,-0.02,-0.75,-0.30,735.57,880.16,0,4,1
-3.19,7.25,0.94,0.30,0.68,-0.31,643.90,777.93,0,4,1
-4.21,7.94,0.95,-0.16,0.16,0.07,515.52,647.19,0,4,1
-4.55,6.09,1.46,-0.31,0.81,0.69,441.05,529.81,0,4,1
-5.50,3.51,3.16,-0.49,0.36,1.77,488.78,647.13,0,4,1
-2.73,6.20,2.08,-0.52,0.39,1.47,403.36,451.45,0,4,1
-0.59,9.68,0.94,-0.34,0.62,0.40,1107.55,1575.87,1,4,1
-2.82,9.08,1.57,-0.12,0.47,-0.66,1459.76,1806.07,1,4,1
-2.53,11.30,2.34,0.42,-1.03,-1.27,1625.54,1851.51,1,4,1
-4.89,12.63,0.71,0.77,-1.10,-0.85,1532.42,1663.83,1,4,1
-5.32,12.74,-0.48,0.12,-0.07,-0.27,1433.52,1479.53,1,4,1
-3.38,9.43,0.46,-0.34,-0.25,0.26,1100.32,1168.63,0,5,1
-3.98,9.16,0.51,-0.20,0.30,0.43,966.25,1122.90,0,5,1
-3.92,12.07,1.16,-0.45,0.23,0.70,1669.49,1944.71,1,5,1
-3.45,12.34,2.12,-0.43,0.08,0.96,1382.26,1589.79,1,5,1
-2.07,12.13,2.24,-0.28,-0.13,0.61,1099.29,1211.04,0,6,1
-1.55,9.45,1.00,-0.16,-0.41,-0.32,929.26,1025.89,0,6,1
-3.76,4.94,1.86,-0.04,-0.98,-1.31,789.24,941.99,0,6,1
-2.45,4.99,2.22,0.16,0.12,-1.29,744.41,960.05,0,6,1
-3.78,5.54,3.27,-0.05,-0.60,-1.15,673.01,787.23,0,6,1
-4.54,6.81,2.69,0.25,0.10,-0.59,550.42,642.62,0,6,1
-5.28,7.77,2.10,0.02,0.12,-0.01,602.05,731.58,0,6,1
-5.49,7.92,2.35,-0.04,-0.01,0.06,525.69,609.38,0,6,1
-4.67,5.22,1.48,-0.30,0.65,0.61,455.81,510.93,0,6,1
-3.83,4.23,2.94,-0.52,0.48,1.63,548.89,712.43,0,6,1
-1.26,5.81,3.09,-0.16,0.42,1.73,581.47,716.20,0,6,1
-2.16,9.87,1.38,0.03,1.31,0.84,1293.58,1692.63,1,6,1
-1.43,7.68,2.43,-0.09,0.01,-0.08,1016.94,1342.11,0,7,1
-1.98,9.59,1.98,0.15,0.30,-0.78,1014.84,1322.14,0,7,1
-3.35,10.86,2.66,0.99,0.06,-1.52,702.49,777.66,0,7,1
-7.15,12.68,0.13,0.47,0.14,-1.09,2141.69,2341.44,1,7,1
-5.65,11.34,1.40,-0.34,-0.26,0.11,1733.50,1792.77,1,7,1
-5.02,8.20,0.13,-0.29,0.01,0.45,1315.30,1352.95,1,7,1
-4.15,9.31,1.21,-0.28,0.29,0.42,1198.21,1349.71,0,8,1
-3.65,12.41,1.64,-0.34,0.24,0.94,1993.26,2041.80,1,8,1
-2.78,11.70,1.18,-0.48,0.15,0.78,1190.89,1297.91,0,9,1
-3.18,10.03,1.76,-0.31,0.05,0.00,858.73,933.20,0,9,1
-7.67,7.88,3.06,-0.02,-1.63,-0.61,741.74,806.21,0,9,1
-5.77,4.02,3.03,0.30,0.10,-1.15,2110.12,2297.63,1,9,1
-2.77,5.51,1.83,0.19,-0.36,-0.92,1080.57,1206.78,0,10,1
-4.64,5.18,3.68,-0.05,-1.16,-0.96,815.13,928.73,0,10,1
-4.47,7.34,2.20,0.18,0.64,0.03,699.29,827.17,0,10,1
-4.14,6.80,2.55,-0.04,0.08,0.22,1271.39,1637.57,1,10,1
-4.59,6.46,2.60,-0.23,0.10,0.39,1137.47,1342.73,0,11,1
-3.78,3.00,3.19,-0.43,0.98,1.37,1278.46,1471.39,1,11,1
-2.42,7.66,1.09,-0.06,0.89,1.76,792.90,886.75,0,12,1
-2.71,8.74,1.24,-0.76,0.72,0.74,743.36,865.78,0,12,1
-2.45,7.50,2.53,-0.38,0.03,-0.16,606.09,677.40,0,12,1
-3.07,9.84,2.61,0.19,-0.11,-0.49,1320.53,1708.49,1,12,1
-3.53,11.58,1.44,0.47,-0.56,-0.76,1903.72,2032.98,1,12,1
-4.47,11.00,1.28,0.39,0.00,-0.99,1476.40,1567.34,1,12,1
-2.92,11.71,0.61,0.05,0.17,-0.20,1348.74,1446.35,1,12,1
-4.45,8.88,1.06,-0.29,0.20,0.21,1179.09,1304.52,0,13,1
-3.77,7.93,1.01,-0.24,0.02,0.28,1176.28,1316.21,0,13,1
-4.34,8.15,1.61,-0.08,0.16,0.11,1167.91,1381.10,1,13,1
-3.83,8.57,1.51,-0.09,-0.01,0.10,1449.98,1648.08,1,13,1
-3.57,12.29,1.68,-0.18,0.00,0.41,1477.90,1625.18,1,13,1
-1.83,13.85,2.29,-0.43,-0.70,0.90,1305.31,1455.35,1,13,1
-3.02,11.51,1.49,-0.39,-0.90,0.21,1099.73,1248.28,0,14,1
-5.01,7.96,2.34,-0.32,-0.70,-0.56,879.20,938.23,0,14,1
-2.53,4.74,1.64,-0.37,-1.85,-0.90,741.50,835.69,0,14,1
-2.58,4.07,3.68,0.27,0.42,-1.10,629.98,718.44,0,14,1
-3.85,5.30,3.27,0.16,-0.76,-0.95,983.62,1273.17,0,14,1
-4.15,6.52,2.94,0.07,-0.29,-0.19,715.38,850.72,0,14,1
-4.36,7.14,2.50,-0.11,-0.00,0.11,590.97,666.79,0,14,1
-4.49,6.41,2.64,-0.22,0.18,0.21,502.40,573.79,0,14,1
-6.55,4.62,3.61,-0.80,0.45,1.22,522.56,618.44,0,14,1
-6.55,4.62,3.61,-0.80,0.45,1.22,1190.62,1549.03,1,14,1
-3.78,3.40,4.23,-0.36,1.09,1.95,742.20,890.18,0,15,1
-1.00,8.26,1.36,-0.17,0.87,1.38,607.24,683.48,0,15,1
-1.40,7.93,2.12,-0.28,0.89,0.03,620.19,731.07,0,15,1
-3.78,9.69,4.53,0.15,0.04,-0.64,1985.11,2208.32,1,15,1
-3.03,12.85,1.87,0.85,0.47,-0.65,1605.71,1713.60,1,15,1
-2.90,12.53,1.31,0.40,0.12,-0.59,1483.24,1621.96,1,15,1
-3.51,10.86,0.79,-0.05,-0.24,0.07,1454.78,1561.63,1,15,1
