ax,ay,az,gx,gy,gz,mav,rms
3.0,-0.12,9.24,1.54,1.26,-0.95,1510.03,1894.94
0.92,2.27,9.1,1.38,0.79,-0.4,844.59,1072.22
-0.34,3.51,8.67,1.43,2.18,-0.61,943.05,1119.96
-2.74,5.94,7.6,1.72,2.59,-0.4,1113.65,1337.55
-6.95,8.22,5.12,2.13,3.26,0.26,928.08,1136.92
-8.56,8.79,1.63,1.59,3.61,1.86,739.48,856.43
-5.75,8.12,0.26,0.45,1.18,2.77,649.35,744.23
-1.87,8.74,-0.4,0.56,1.05,2.99,600.84,694.2
1.65,6.66,-1.68,0.23,0.75,2.9,857.21,1075.62
5.03,5.2,-1.15,-0.13,0.21,2.13,535.46,595.87
6.49,5.15,0.63,-0.23,0.73,1.43,387.88,435.32
6.49,5.15,0.63,-0.23,0.73,1.43,330.02,399.35
7.91,5.43,0.5,-0.08,0.55,0.97,297.16,351.12
8.44,5.69,0.45,-0.33,-0.67,0.26,304.22,399.29
9.0,6.83,-0.81,-0.41,0.01,-0.09,185.46,220.41
7.72,7.19,-1.48,-0.13,-0.15,-0.16,169.0,205.94
6.98,6.73,-1.31,-0.24,-0.02,0.04,264.0,421.88
7.37,6.43,-0.19,-0.3,-0.0,0.13,296.38,395.83
8.04,6.65,-0.4,-0.12,0.01,-0.03,326.32,487.62
7.26,6.84,-0.66,-0.07,-0.07,-0.08,279.91,354.77
7.4,6.92,-0.74,-0.14,0.07,-0.11,382.17,495.47
7.72,6.93,-0.4,-0.15,-0.13,-0.12,331.83,426.35
8.26,7.27,-0.98,-0.2,0.27,-0.3,538.26,802.64
8.31,9.48,-0.3,0.04,0.45,-0.62,589.36,864.76
9.79,9.14,-0.38,0.02,2.01,-1.71,563.5,765.14
5.76,9.1,-1.16,-0.05,0.4,-2.65,719.43,1001.13
-0.5,6.16,0.6,-0.19,-0.88,-2.75,998.58,1399.49
-3.2,4.81,1.71,-0.24,0.59,-2.21,626.63,876.07
-4.99,6.7,1.79,0.17,0.25,-0.47,510.34,647.08
-4.32,9.8,0.61,0.03,0.61,-0.1,513.98,611.36
-2.53,7.49,0.01,0.01,1.8,0.75,415.69,469.13
-2.18,7.61,-0.17,-0.41,1.67,1.72,350.91,390.68
-2.17,4.71,2.7,-1.07,0.93,1.22,848.08,1322.93
1.4,10.09,0.52,-0.11,0.22,0.29,1273.21,1778.07
-0.96,11.19,0.85,-0.12,0.17,-1.42,2070.41,2226.86
-4.07,10.97,1.96,0.62,0.35,-2.16,1595.58,1656.72
-6.55,13.6,0.97,0.92,0.24,-1.52,1365.16,1444.6
-6.08,12.5,-0.7,0.11,0.0,-0.04,1208.7,1333.2
-3.61,9.36,-0.16,-0.45,0.04,0.5,1107.48,1234.79
