ax,ay,az,gx,gy,gz,mav,rms
8.41,7.02,-2.56,1.43,0.72,2.19,1439.18,1619.01
9.16,4.5,-3.09,0.89,0.18,1.79,1220.6,1401.77
9.61,2.72,-2.64,0.69,0.4,1.55,1107.42,1180.14
10.21,1.77,-3.48,0.5,0.16,1.39,915.03,989.95
10.64,0.51,-2.12,0.19,0.42,0.98,590.55,660.62
10.78,0.08,-1.69,0.15,0.2,0.71,502.38,585.25
11.61,-0.16,-2.25,0.02,0.13,0.1,397.41,520.27
10.23,-0.3,-1.96,-0.05,-0.04,-0.06,563.41,759.49
9.82,0.05,-2.11,-0.07,0.06,0.04,514.18,628.89
10.21,-0.07,-2.22,-0.1,0.1,0.0,407.69,486.57
10.91,-0.19,-2.21,-0.13,0.02,-0.15,656.6,897.81
11.88,0.25,-2.94,-0.33,-0.07,-0.72,626.81,746.21
12.52,1.16,-3.21,-0.64,0.08,-1.55,1031.22,1401.24
11.11,2.74,-3.18,-1.08,-0.24,-2.35,666.82,784.23
8.47,3.64,-2.61,-1.54,-0.67,-2.74,1012.95,1261.28
5.81,5.76,-1.54,-1.66,-1.23,-2.48,990.59,1270.91
3.25,7.56,0.71,-1.47,-0.84,-1.97,1148.44,1446.78
2.09,7.64,0.9,-1.14,-0.33,-1.64,1291.31,1516.37
-0.61,7.58,2.76,-1.11,-0.76,-1.22,1447.57,1639.37
0.14,9.01,3.73,-0.64,-0.05,-0.5,1359.71,1544.28
-0.93,8.73,4.6,-0.13,0.06,0.07,1279.21,1421.29
-0.59,9.15,3.8,-0.02,0.29,0.19,1316.09,1462.48
-0.42,8.91,3.76,0.22,0.23,0.49,1351.04,1517.86
0.84,7.86,3.12,0.65,0.5,0.8,1345.56,1501.4
