ax,ay,az,gx,gy,gz,mav,rms
8.31,6.5,1.27,0.95,0.62,2.0,708.66,810.49
9.21,4.97,-0.1,0.77,0.17,1.78,746.25,884.67
10.11,3.19,-0.59,0.31,-0.23,1.41,762.65,925.85
10.29,2.7,-0.16,0.07,0.32,0.93,613.18,679.71
11.06,2.32,-0.51,0.01,0.08,0.6,542.97,577.73
11.56,2.09,-0.7,-0.05,0.12,0.04,364.7,405.7
9.45,2.4,-0.03,-0.09,-0.05,-0.15,303.14,375.79
9.55,2.29,-0.49,-0.1,0.15,-0.05,300.79,381.78
9.73,2.42,-0.06,-0.09,0.02,-0.01,418.75,532.66
9.9,2.43,-0.28,-0.14,0.02,-0.03,325.31,373.0
10.1,2.45,-0.03,-0.14,-0.01,-0.11,458.61,672.01
11.09,2.6,-0.44,-0.24,0.14,-0.57,583.98,758.3
10.57,3.44,-0.53,-0.39,0.02,-1.12,447.03,523.0
10.01,4.4,-0.57,-0.59,-0.17,-1.43,610.18,811.02
8.64,5.32,-0.27,-0.9,-0.19,-1.89,1095.84,1437.36
6.73,6.67,0.19,-1.11,-0.28,-2.02,1159.32,1447.5
5.16,7.4,1.58,-1.15,-0.63,-1.87,835.5,1095.55
3.51,7.64,1.0,-1.13,-0.71,-1.82,1128.3,1367.68
2.09,8.33,2.16,-1.01,-0.27,-1.49,1047.51,1264.37
1.19,6.76,4.42,-1.12,-0.4,-1.72,1210.07,1428.39
-1.81,7.91,4.84,0.31,0.21,0.82,656.62,825.9
-0.08,7.64,3.9,0.9,0.85,1.64,1046.18,1259.29
