ax,ay,az,gx,gy,gz,mav,rms
8.78,3.08,0.87,0.33,0.08,1.06,427.1,485.34
9.82,2.46,0.72,0.34,0.19,0.65,391.9,436.72
10.3,2.42,0.76,0.06,0.06,0.33,298.36,342.9
9.56,2.23,0.91,-0.07,0.01,-0.04,336.58,460.88
9.56,3.49,0.88,-0.16,-0.07,0.03,669.25,863.36
9.56,3.07,0.6,-0.11,0.05,0.0,363.56,419.68
9.65,2.77,0.97,-0.16,-0.06,-0.03,321.37,368.51
9.97,2.1,0.57,-0.2,-0.11,-0.44,448.81,571.95
9.21,2.28,0.75,-0.41,-0.37,-0.88,450.49,557.49
8.71,3.55,0.36,-0.55,-0.4,-1.37,401.4,477.0
7.13,5.24,0.78,-0.58,-0.19,-1.77,420.72,508.77
5.64,6.2,0.2,-0.38,-0.23,-1.99,451.35,540.85
4.27,8.0,-1.59,-0.62,0.15,-2.42,427.29,498.16
0.32,9.0,1.89,-0.85,0.16,-2.63,386.64,427.77
-1.72,10.42,2.0,-0.82,-0.03,-2.24,616.74,843.29
-3.86,12.44,2.57,-0.61,0.21,-1.49,727.4,960.01
-4.1,11.98,3.06,-0.18,0.06,-0.07,781.67,1068.5
-3.26,10.9,2.32,0.1,0.17,0.85,1802.04,2066.45
0.52,8.26,2.42,0.18,0.34,2.7,978.31,1090.64
