ax,ay,az,gx,gy,gz,mav,rms
7.72,4.04,1.42,0.45,0.01,1.69,682.85,774.43
8.8,3.64,0.46,0.23,0.14,1.45,551.23,614.27
10.34,2.14,1.42,0.02,0.38,0.98,465.59,502.62
8.79,2.29,0.56,0.11,0.37,0.46,416.71,473.07
10.23,1.44,1.08,-0.01,0.06,0.12,364.15,407.23
9.65,2.13,1.22,-0.12,-0.14,-0.04,827.56,1094.94
9.82,2.88,0.86,-0.14,-0.01,0.02,780.58,1000.29
9.76,2.32,0.96,-0.14,0.02,0.04,501.64,574.71
10.07,1.92,1.23,-0.25,-0.2,-0.14,430.28,502.28
10.46,1.65,0.26,-0.45,-0.37,-0.65,476.02,552.14
9.37,1.92,0.32,-0.84,-0.43,-1.31,434.58,487.05
7.97,4.29,1.08,-0.83,-0.41,-1.67,405.54,456.38
6.32,5.1,0.82,-0.58,-0.13,-1.91,518.0,657.16
5.12,6.9,0.29,-0.59,-0.16,-2.07,575.77,741.6
3.3,8.56,0.63,-0.74,-0.25,-2.13,556.03,631.39
1.64,10.73,0.7,-1.0,0.09,-1.81,597.99,703.44
0.14,10.13,2.94,-0.87,0.24,-1.75,1154.81,1580.06
-2.35,11.68,3.31,0.21,0.17,1.11,1480.06,1810.65
-1.31,11.27,2.77,0.45,0.2,2.1,1138.8,1375.75
0.59,9.38,2.26,0.48,0.08,2.61,913.39,1018.07
