ax,ay,az,gx,gy,gz,mav,rms
5.91,-5.21,-6.9,0.0,0.01,0.03,295.22,393.76
5.78,-5.46,-6.82,-0.06,0.02,0.01,287.48,351.07
5.79,-5.39,-6.93,-0.07,0.06,0.0,273.17,324.72
5.84,-5.31,-6.82,-0.06,0.08,0.05,281.94,318.08
5.95,-5.43,-6.79,-0.05,0.02,0.06,315.03,389.77
5.94,-5.71,-6.76,-0.09,0.01,0.01,315.03,389.77
5.79,-5.3,-6.83,-0.05,0.04,-0.05,288.23,357.24
5.88,-5.25,-6.89,-0.07,-0.0,0.02,369.31,515.75
5.96,-5.36,-6.97,-0.06,-0.03,0.03,344.51,408.36
5.83,-5.36,-6.92,-0.09,0.03,0.01,289.07,343.07
5.75,-5.33,-6.96,-0.09,0.01,0.02,358.49,451.2
5.84,-5.35,-6.92,-0.05,0.02,0.04,387.71,490.24
5.8,-5.36,-7.05,-0.08,0.07,0.05,368.31,496.07
5.89,-5.43,-7.04,-0.08,0.05,-0.01,298.74,385.99
5.8,-5.19,-7.08,-0.11,0.07,-0.03,295.58,345.28
6.16,-5.09,-7.35,-0.11,0.0,-0.05,295.58,345.28
6.03,-5.19,-7.39,-0.27,-0.03,-0.2,487.91,635.94
5.93,-4.67,-7.3,-0.41,0.13,-0.2,466.41,645.09
6.37,-4.24,-7.56,-0.48,-0.01,-0.27,494.18,656.84
6.39,-3.97,-7.93,-0.44,-0.08,-0.43,545.12,682.22
6.33,-3.15,-7.82,-0.53,0.18,-0.4,569.6,705.33
6.34,-2.45,-7.73,-0.39,0.17,-0.39,447.46,514.8
6.56,-1.96,-7.81,-0.3,0.13,-0.28,447.46,514.8
6.88,-1.93,-8.15,-0.38,-0.09,-0.27,559.94,661.89
6.64,-1.92,-8.17,-0.47,0.1,-0.24,559.94,661.89
6.86,-1.47,-7.88,-0.52,0.15,-0.27,431.98,519.79
7.05,-0.5,-7.94,-0.44,0.0,-0.31,505.98,642.96
6.87,0.05,-8.07,-0.36,0.09,-0.31,459.14,550.79
7.17,0.52,-8.05,-0.44,0.04,-0.39,610.48,726.61
6.96,1.23,-8.0,-0.43,0.05,-0.41,531.02,674.16
6.73,1.73,-7.79,-0.45,0.08,-0.37,593.44,680.97
6.6,1.93,-7.74,-0.49,0.02,-0.4,517.78,619.34
6.43,2.48,-7.72,-0.54,0.04,-0.4,528.74,640.32
6.24,2.94,-7.36,-0.48,0.08,-0.3,490.03,584.2
6.67,4.1,-7.46,-0.48,0.01,-0.22,524.3,635.27
6.67,4.32,-7.43,-0.56,-0.07,-0.31,436.66,527.07
6.24,4.74,-7.18,-0.63,0.12,-0.41,551.75,700.47
6.23,5.53,-6.86,-0.65,0.13,-0.46,504.36,625.31
5.28,5.95,-6.36,-0.64,0.07,-0.47,435.39,537.52
5.38,6.63,-6.02,-0.57,0.12,-0.41,583.92,716.52
5.31,7.03,-5.99,-0.49,0.06,-0.4,583.92,716.52
4.92,7.41,-4.98,-0.46,-0.09,-0.32,369.23,500.81
4.67,7.72,-5.14,-0.5,-0.05,-0.43,414.57,520.14
3.86,7.92,-4.59,-0.47,0.0,-0.47,392.67,517.16
3.42,8.15,-4.39,-0.42,-0.01,-0.42,331.61,380.27
2.73,8.97,-4.39,-0.34,0.23,-0.39,399.1,492.7
2.56,9.96,-4.72,-0.26,0.34,-0.41,370.82,451.71
1.95,9.06,-3.75,-0.43,0.1,-0.34,382.3,517.17
1.56,9.35,-3.61,-0.44,-0.04,-0.27,275.11,336.16
