ax,ay,az,gx,gy,gz,mav,rms
8.14,-5.05,2.44,-0.06,0.02,0.06,83.92,121.56
8.24,-5.16,2.55,-0.07,0.05,0.02,105.38,152.34
8.15,-5.05,2.62,-0.03,0.02,0.03,114.88,156.8
8.14,-5.1,2.65,-0.06,0.04,0.01,114.88,156.8
8.07,-5.06,2.54,-0.08,0.03,0.04,90.6,128.48
8.21,-5.11,2.55,-0.06,0.07,0.04,81.53,129.24
8.02,-5.14,2.59,-0.06,0.07,0.01,81.53,129.24
8.19,-5.06,2.56,-0.06,0.05,0.01,73.45,113.84
8.09,-5.06,2.58,-0.08,0.03,0.01,86.69,125.38
8.11,-5.04,2.62,-0.06,0.04,0.01,76.68,105.65
8.04,-5.04,2.54,-0.08,0.02,0.02,76.68,105.65
8.24,-5.01,2.45,-0.08,0.03,0.03,92.72,158.4
8.1,-5.17,2.49,-0.08,0.02,0.03,92.72,158.4
8.46,-4.87,2.49,-0.02,0.08,-0.09,129.61,194.16
8.22,-4.9,2.59,-0.05,0.08,-0.12,154.25,218.42
8.46,-4.88,2.76,-0.06,0.06,-0.13,154.25,218.42
8.83,-4.62,2.84,0.04,0.08,-0.41,229.87,319.14
9.19,-3.59,2.77,0.04,-0.03,-0.63,275.73,403.39
9.42,-3.36,2.61,-0.05,-0.01,-0.86,401.29,549.04
9.86,-2.33,2.65,-0.11,-0.12,-0.95,346.85,479.6
9.64,-1.42,2.67,-0.12,-0.05,-0.97,288.56,345.13
8.79,-0.59,2.33,-0.03,-0.09,-0.76,415.53,542.09
9.43,0.12,2.13,-0.05,0.04,-0.62,372.62,446.66
9.8,1.05,2.05,-0.14,-0.19,-0.67,383.82,475.86
9.7,1.29,1.8,-0.14,-0.14,-0.71,357.42,437.97
10.82,2.14,1.59,-0.05,-0.07,-0.95,361.73,430.26
9.39,2.77,1.91,-0.04,-0.24,-1.0,322.9,359.23
8.89,4.34,1.56,-0.05,-0.3,-1.09,206.94,209.09
8.24,5.23,1.05,0.08,-0.24,-0.99,124.05,125.85
7.45,5.72,0.83,0.03,-0.14,-0.92,90.9,150.01
7.07,6.79,0.11,-0.14,-0.22,-0.82,303.75,500.61
6.48,7.27,0.35,-0.15,-0.32,-0.74,350.99,509.6
6.17,7.44,0.27,-0.2,-0.03,-0.76,360.9,515.01
5.71,8.0,0.62,-0.14,-0.12,-0.76,368.23,463.31
4.23,8.44,0.5,-0.21,-0.53,-0.98,394.53,504.54
3.93,8.6,-0.38,0.04,-0.28,-0.77,400.38,501.22
2.99,9.33,-0.31,0.01,0.16,-0.59,304.68,347.55
2.36,9.43,-0.13,0.05,-0.16,-0.52,337.11,423.43
2.42,9.52,-0.91,-0.03,-0.11,-0.45,273.13,332.65
1.97,9.6,-0.45,-0.08,-0.26,-0.39,241.54,270.83
1.56,9.67,-0.2,-0.1,-0.15,-0.4,193.85,234.94
1.66,9.63,-0.51,-0.07,0.06,-0.4,224.92,280.46
0.64,9.71,-0.33,-0.04,0.02,-0.46,251.76,347.89
0.12,9.73,-0.67,-0.07,-0.2,-0.17,213.28,277.87
0.02,9.78,-0.8,-0.12,0.04,-0.01,261.66,361.31
-0.1,9.92,-0.35,-0.14,0.14,-0.01,226.52,303.48
-0.13,9.78,-0.03,-0.11,-0.01,0.11,223.11,273.91
0.31,9.66,-0.29,-0.06,0.12,0.16,202.55,250.3
0.15,9.74,-0.04,-0.05,0.02,0.26,181.43,230.29
0.88,9.62,-0.42,-0.03,0.24,0.33,230.21,310.36
1.26,9.73,-0.33,-0.12,0.89,0.25,191.08,239.83
0.29,9.67,0.11,-0.16,0.42,0.48,191.08,239.83
1.47,9.78,0.09,-0.1,0.24,0.53,135.53,137.15
1.99,9.3,-0.08,-0.03,0.16,0.63,135.53,137.15
3.13,9.15,0.16,-0.06,0.29,0.77,84.64,186.18
3.3,8.84,0.16,-0.13,0.32,0.87,84.64,186.18
4.42,8.5,0.52,-0.1,0.11,0.93,24.45,24.7
5.27,7.9,0.76,-0.12,0.25,0.97,14.81,14.96
5.99,7.87,0.65,-0.12,0.23,0.92,8.97,9.07
6.64,7.03,0.76,-0.1,0.19,0.83,21.74,91.95
7.09,6.19,1.05,-0.03,0.2,0.78,21.74,91.95
7.31,5.76,0.95,0.01,0.07,0.91,6.36,17.59
8.19,5.33,0.7,0.03,0.13,0.94,24.08,98.13
8.78,4.51,0.76,-0.02,0.15,0.92,44.82,154.42
9.56,3.78,0.74,-0.07,0.02,0.95,44.82,154.42
10.08,2.77,0.67,-0.08,0.16,0.87,37.77,100.15
10.37,1.84,0.9,-0.09,0.07,0.67,32.17,68.2
9.9,1.14,1.2,-0.04,0.06,0.63,14.37,14.52
9.96,0.94,1.18,-0.06,0.11,0.53,21.9,55.68
9.98,0.3,1.15,-0.07,0.13,0.33,18.83,44.3
9.37,0.03,1.55,-0.09,0.04,0.37,156.36,281.25
9.89,-0.17,1.51,-0.04,0.09,0.48,303.17,446.85
9.68,-0.79,1.29,-0.1,0.16,0.52,244.89,342.9
10.37,-1.17,1.36,-0.05,-0.02,0.46,321.37,446.39
9.3,-1.66,1.74,-0.08,0.08,0.51,289.27,397.56
9.17,-1.94,1.63,-0.05,0.12,0.64,292.68,380.72
10.09,-3.1,1.88,-0.06,0.26,0.6,298.38,387.95
8.89,-3.2,1.96,-0.07,0.14,0.41,286.18,375.1
9.32,-3.59,1.76,-0.08,-0.19,0.5,260.95,322.46
10.32,-4.23,1.32,-0.11,0.14,0.34,239.24,295.94
9.07,-4.07,1.88,-0.07,0.14,-0.11,191.38,218.23
8.5,-3.87,2.1,-0.07,-0.09,0.08,173.71,213.13
9.17,-3.98,1.63,-0.02,-0.05,0.14,157.39,181.55
8.88,-4.15,1.93,0.01,0.13,-0.01,173.17,233.25
8.93,-4.1,1.77,-0.01,0.09,-0.01,172.15,234.27
9.19,-3.86,1.83,-0.06,0.02,0.07,190.04,253.86
