ax,ay,az,gx,gy,gz,mav,rms
9.19,-4.14,-2.58,-0.05,-0.09,-0.28,344.88,542.71
9.42,-3.75,-2.33,-0.09,-0.06,-0.36,265.11,337.87
9.16,-3.26,-2.54,-0.12,-0.06,-0.35,265.11,337.87
9.27,-2.97,-2.72,-0.1,-0.09,-0.22,371.46,501.87
10.0,-3.07,-2.9,-0.15,0.03,-0.28,303.54,402.53
9.89,-2.58,-2.71,-0.18,0.09,-0.41,303.54,402.53
9.85,-2.03,-2.62,-0.22,0.08,-0.49,410.66,550.85
9.72,-1.18,-2.57,-0.19,0.02,-0.48,409.62,533.09
9.61,-0.88,-2.68,-0.11,0.07,-0.37,444.56,610.59
9.77,-0.65,-2.65,-0.09,0.04,-0.28,444.56,610.59
10.04,-0.43,-3.12,-0.1,0.01,-0.29,530.48,684.03
10.68,0.31,-2.77,-0.12,0.01,-0.52,449.44,626.66
10.39,0.9,-2.66,-0.12,0.03,-0.64,543.3,717.4
10.03,0.95,-2.64,-0.09,-0.04,-0.67,837.49,1158.8
9.96,1.97,-3.1,-0.06,-0.04,-0.63,837.49,1158.8
9.72,2.64,-2.67,-0.02,-0.08,-0.56,784.14,1058.7
9.31,2.94,-2.69,-0.04,-0.18,-0.57,639.57,816.76
9.23,3.55,-3.19,-0.06,0.04,-0.55,854.95,1137.96
8.96,3.68,-3.21,-0.07,0.05,-0.55,606.96,847.99
8.86,4.49,-3.29,-0.06,-0.03,-0.53,600.48,758.36
8.2,4.94,-3.09,-0.13,0.03,-0.57,541.65,716.11
7.73,5.14,-3.25,-0.17,0.06,-0.6,546.89,710.73
7.58,5.89,-3.2,-0.15,0.04,-0.56,546.89,710.73
7.22,6.65,-3.0,-0.18,-0.0,-0.46,629.15,801.22
6.9,6.8,-3.06,-0.21,-0.0,-0.38,534.27,771.55
6.6,6.88,-2.68,-0.23,0.03,-0.24,833.51,1080.18
6.28,7.45,-2.61,-0.21,0.04,-0.13,596.61,734.58
6.2,7.26,-2.33,-0.2,-0.02,-0.15,534.9,718.17
6.4,7.8,-2.72,-0.07,0.12,-0.14,703.74,1008.85
6.39,7.98,-2.35,-0.06,-0.02,-0.29,711.39,1070.77
5.8,7.49,-2.17,-0.1,-0.01,-0.31,684.54,953.64
5.68,8.21,-2.83,0.04,0.07,-0.12,629.95,844.41
5.02,7.78,-2.6,0.02,0.2,0.08,396.71,434.37
5.43,8.21,-3.39,0.09,-0.01,0.48,364.51,416.11
5.14,6.59,-2.72,0.07,0.12,0.6,388.92,610.17
6.57,7.32,-3.57,0.06,-0.05,0.73,314.42,512.39
7.6,7.05,-3.49,0.04,-0.07,0.91,407.14,649.45
7.26,5.46,-3.0,0.04,-0.04,0.99,396.51,559.77
8.52,4.84,-3.54,-0.0,-0.01,0.94,453.41,658.58
9.25,3.95,-3.32,-0.02,0.04,0.86,489.76,742.84
9.24,3.2,-3.07,-0.0,0.04,0.77,375.95,450.16
8.92,2.34,-3.2,0.02,0.11,0.65,398.22,637.02
9.08,1.98,-3.5,0.11,0.11,0.72,392.2,578.24
9.28,1.46,-3.32,0.05,0.07,0.75,464.66,771.62
9.99,0.85,-3.85,0.16,-0.03,0.78,482.69,671.88
9.71,-0.23,-3.67,0.17,0.16,0.85,430.46,585.77
10.16,-0.33,-3.89,0.13,0.1,0.81,415.13,513.68
9.74,-1.75,-3.65,0.06,0.12,0.76,410.75,598.12
9.53,-2.5,-3.47,-0.09,0.09,0.56,432.68,681.86
9.97,-2.62,-3.25,-0.05,0.11,0.46,456.77,710.31
9.92,-3.13,-3.19,-0.07,0.26,0.27,491.16,726.59
9.81,-2.97,-2.97,-0.04,-0.04,0.23,395.73,567.27
9.78,-3.23,-3.17,-0.09,-0.06,0.06,397.77,547.24
9.04,-3.32,-2.89,-0.07,0.15,0.11,302.28,439.81
8.86,-3.48,-2.76,-0.08,0.12,0.22,302.28,439.81
